MDCｺｰﾄﾞ,分類ｺｰﾄﾞ,対応ｺｰﾄﾞ,処置1ﾌﾗｸﾞ,手術との組み合わせ条件,処置等（１）,,処置（２）,,変更区分,有効期間,,更新日
05,0170,2,3,,四肢切断術（上腕、前腕、手、大腿、下腿、足）,K084,,,0,20240601,99999999,00000000
05,0170,2,3,,四肢関節離断術　肩、股、膝,K0851,,,0,20240601,99999999,00000000
05,0170,2,3,,四肢関節離断術　肘、手、足,K0852,,,0,20240601,99999999,00000000
05,0170,2,3,,四肢関節離断術　指（手、足）,K0853,,,0,20240601,99999999,00000000
05,0170,2,3,,断端形成術（軟部形成のみのもの）　指（手、足）,K0861,,,0,20240601,99999999,00000000
05,0170,2,3,,断端形成術（軟部形成のみのもの）　その他,K0862,,,0,20240601,99999999,00000000
05,0170,2,3,,断端形成術（骨形成を要するもの）　指（手、足）,K0871,,,0,20240601,99999999,00000000
05,0170,2,3,,断端形成術（骨形成を要するもの）　その他,K0872,,,0,20240601,99999999,00000000
05,0170,1,2,,造影剤注入手技　動脈造影カテーテル法　主要血管の分枝血管を選択的に造影撮影した場合,E0033ｲ,,,0,20240601,99999999,00000000
05,0170,1,1,,心臓カテーテル法による諸検査（一連の検査について）　右心カテーテル,D2061,,,0,20240601,99999999,00000000
05,0170,1,1,,心臓カテーテル法による諸検査（一連の検査について）　左心カテーテル,D2062,,,0,20240601,99999999,00000000
05,0180,1,1,,心臓カテーテル法による諸検査（一連の検査について）　右心カテーテル,D2061,,,0,20240601,99999999,00000000
05,0180,1,1,,心臓カテーテル法による諸検査（一連の検査について）　左心カテーテル,D2062,,,0,20240601,99999999,00000000
05,0190,5,5,,大動脈バルーンパンピング法（ＩＡＢＰ法）（１日につき）　初日,K6001,,,0,20240601,99999999,00000000
05,0190,5,5,,大動脈バルーンパンピング法（ＩＡＢＰ法）（１日につき）　２日目以降,K6002,,,0,20240601,99999999,00000000
05,0190,5,5,,経皮的心肺補助法（１日につき）　初日,K6021,,,0,20240601,99999999,00000000
05,0190,5,5,,経皮的心肺補助法（１日につき）　２日目以降,K6022,,,0,20240601,99999999,00000000
05,0190,5,5,,経皮的循環補助法（ポンプカテーテルを用いたもの）（１日につき）　初日,K602-21,,,0,20240601,99999999,00000000
05,0190,5,5,,経皮的循環補助法（ポンプカテーテルを用いたもの）（１日につき）　２日目以降,K602-22,,,0,20240601,99999999,00000000
05,0190,5,5,,補助人工心臓（１日につき）　初日,K6031,,,0,20240601,99999999,00000000
05,0190,5,5,,補助人工心臓（１日につき）　２日目以降３０日目まで,K6032,,,0,20240601,99999999,00000000
05,0190,5,5,,補助人工心臓（１日につき）　３１日目以降,K6033,,,0,20240601,99999999,00000000
05,0190,1,1,,心臓カテーテル法による諸検査（一連の検査について）　右心カテーテル,D2061,,,0,20240601,99999999,00000000
05,0190,1,1,,心臓カテーテル法による諸検査（一連の検査について）　左心カテーテル,D2062,,,0,20240601,99999999,00000000
05,0190,0,0,,体外ペースメーキング術,K596,,,0,20240601,99999999,00000000
05,0200,1,5,,大動脈バルーンパンピング法（ＩＡＢＰ法）（１日につき）　初日,K6001,,,0,20240601,99999999,00000000
05,0200,1,5,,大動脈バルーンパンピング法（ＩＡＢＰ法）（１日につき）　２日目以降,K6002,,,0,20240601,99999999,00000000
05,0200,1,5,,経皮的心肺補助法（１日につき）　初日,K6021,,,0,20240601,99999999,00000000
05,0200,1,5,,経皮的心肺補助法（１日につき）　２日目以降,K6022,,,0,20240601,99999999,00000000
05,0200,1,5,,経皮的循環補助法（ポンプカテーテルを用いたもの）（１日につき）　初日,K602-21,,,0,20240601,99999999,00000000
05,0200,1,5,,経皮的循環補助法（ポンプカテーテルを用いたもの）（１日につき）　２日目以降,K602-22,,,0,20240601,99999999,00000000
05,0200,1,5,,補助人工心臓（１日につき）　初日,K6031,,,0,20240601,99999999,00000000
05,0200,1,5,,補助人工心臓（１日につき）　２日目以降３０日目まで,K6032,,,0,20240601,99999999,00000000
05,0200,1,5,,補助人工心臓（１日につき）　３１日目以降,K6033,,,0,20240601,99999999,00000000
05,0200,1,1,,心臓カテーテル法による諸検査（一連の検査について）　右心カテーテル,D2061,,,0,20240601,99999999,00000000
05,0200,1,1,,心臓カテーテル法による諸検査（一連の検査について）　左心カテーテル,D2062,,,0,20240601,99999999,00000000
05,0200,0,0,,体外ペースメーキング術,K596,,,0,20240601,99999999,00000000
05,0210,5,5,,大動脈バルーンパンピング法（ＩＡＢＰ法）（１日につき）　初日,K6001,,,0,20240601,99999999,00000000
05,0210,5,5,,大動脈バルーンパンピング法（ＩＡＢＰ法）（１日につき）　２日目以降,K6002,,,0,20240601,99999999,00000000
05,0210,5,5,,経皮的心肺補助法（１日につき）　初日,K6021,,,0,20240601,99999999,00000000
05,0210,5,5,,経皮的心肺補助法（１日につき）　２日目以降,K6022,,,0,20240601,99999999,00000000
05,0210,5,5,,経皮的循環補助法（ポンプカテーテルを用いたもの）（１日につき）　初日,K602-21,,,0,20240601,99999999,00000000
05,0210,5,5,,経皮的循環補助法（ポンプカテーテルを用いたもの）（１日につき）　２日目以降,K602-22,,,0,20240601,99999999,00000000
05,0210,5,5,,補助人工心臓（１日につき）　初日,K6031,,,0,20240601,99999999,00000000
05,0210,5,5,,補助人工心臓（１日につき）　２日目以降３０日目まで,K6032,,,0,20240601,99999999,00000000
05,0210,5,5,,補助人工心臓（１日につき）　３１日目以降,K6033,,,0,20240601,99999999,00000000
05,0210,3,3,,心臓電気生理学的検査,0063,,,0,20240601,99999999,00000000
05,0210,1,1,,心臓カテーテル法による諸検査（一連の検査について）　右心カテーテル,D2061,,,0,20240601,99999999,00000000
05,0210,1,1,,心臓カテーテル法による諸検査（一連の検査について）　左心カテーテル,D2062,,,0,20240601,99999999,00000000
05,0210,0,0,,体外ペースメーキング術,K596,,,0,20240601,99999999,00000000
05,0340,1,5,,大動脈バルーンパンピング法（ＩＡＢＰ法）（１日につき）　初日,K6001,,,0,20240601,99999999,00000000
05,0340,1,5,,大動脈バルーンパンピング法（ＩＡＢＰ法）（１日につき）　２日目以降,K6002,,,0,20240601,99999999,00000000
05,0340,1,5,,経皮的心肺補助法（１日につき）　初日,K6021,,,0,20240601,99999999,00000000
05,0340,1,5,,経皮的心肺補助法（１日につき）　２日目以降,K6022,,,0,20240601,99999999,00000000
05,0340,1,5,,経皮的循環補助法（ポンプカテーテルを用いたもの）（１日につき）　初日,K602-21,,,0,20240601,99999999,00000000
05,0340,1,5,,経皮的循環補助法（ポンプカテーテルを用いたもの）（１日につき）　２日目以降,K602-22,,,0,20240601,99999999,00000000
05,0340,1,5,,補助人工心臓（１日につき）　初日,K6031,,,0,20240601,99999999,00000000
05,0340,1,5,,補助人工心臓（１日につき）　２日目以降３０日目まで,K6032,,,0,20240601,99999999,00000000
05,0340,1,5,,補助人工心臓（１日につき）　３１日目以降,K6033,,,0,20240601,99999999,00000000
05,0340,1,1,,心臓カテーテル法による諸検査（一連の検査について）　右心カテーテル,D2061,,,0,20240601,99999999,00000000
05,0340,1,1,,心臓カテーテル法による諸検査（一連の検査について）　左心カテーテル,D2062,,,0,20240601,99999999,00000000
05,0340,0,0,,体外ペースメーキング術,K596,,,0,20240601,99999999,00000000
06,0010,1,4,,分層植皮術　２５平方センチメートル未満,K0131,,,0,20240601,99999999,00000000
06,0010,1,4,,分層植皮術　２５平方センチメートル以上１００平方センチメートル未満,K0132,,,0,20240601,99999999,00000000
06,0010,1,4,,全層植皮術　２５平方センチメートル未満,K013-21,,,0,20240601,99999999,00000000
06,0010,1,4,,全層植皮術　２５平方センチメートル以上１００平方センチメートル未満,K013-22,,,0,20240601,99999999,00000000
06,0010,1,4,,全層植皮術　１００平方センチメートル以上２００平方センチメートル未満,K013-23,,,0,20240601,99999999,00000000
06,0010,1,4,,全層植皮術　２００平方センチメートル以上,K013-24,,,0,20240601,99999999,00000000
06,0010,1,4,,分層植皮術　１００平方センチメートル以上２００平方センチメートル未満,K0133,,,0,20240601,99999999,00000000
06,0010,1,4,,分層植皮術　２００平方センチメートル以上,K0134,,,0,20240601,99999999,00000000
06,0010,1,4,,皮弁作成術、移動術、切断術、遷延皮弁術　２５平方センチメートル未満,K0151,,,0,20240601,99999999,00000000
06,0010,1,4,,皮弁作成術、移動術、切断術、遷延皮弁術　２５平方センチメートル以上１００平方センチメートル未満,K0152,,,0,20240601,99999999,00000000
06,0010,1,4,,皮弁作成術、移動術、切断術、遷延皮弁術　１００平方センチメートル以上,K0153,,,0,20240601,99999999,00000000
06,0010,1,4,,動脈（皮）弁術、筋（皮）弁術,K016,,,0,20240601,99999999,00000000
06,0010,1,4,,遊離皮弁術（顕微鏡下血管柄付きのもの）　その他の場合,K0172,,,0,20240601,99999999,00000000
06,0010,1,4,,複合組織移植術,K019,,,0,20240601,99999999,00000000
06,0010,1,4,,粘膜移植術　４平方センチメートル未満,K0211,,,0,20240601,99999999,00000000
06,0010,1,4,,粘膜移植術　４平方センチメートル以上,K0212,,,0,20240601,99999999,00000000
06,0010,1,4,,動脈形成術、吻合術　その他の動脈,K6105,,,0,20240601,99999999,00000000
06,0010,1,4,,静脈形成術、吻合術　その他の静脈,K6233,,,0,20240601,99999999,00000000
06,0020,1,1,,超音波内視鏡下穿刺吸引生検法,D414-2,,,0,20240601,99999999,00000000
06,0030,1,4,,経皮的腎（腎盂）瘻造設術,K775,,,0,20240601,99999999,00000000
06,0030,1,4,,尿管膀胱吻合術,K786,,,0,20240601,99999999,00000000
06,0030,1,4,,尿管尿管吻合術,K787,,,0,20240601,99999999,00000000
06,0030,1,3,,抗悪性腫瘍剤動脈、静脈又は腹腔内持続注入用植込型カテーテル設置　開腹して設置した場合,K6111,,,0,20240601,99999999,00000000
06,0030,1,3,,抗悪性腫瘍剤動脈、静脈又は腹腔内持続注入用植込型カテーテル設置　四肢に設置した場合,K6112,,,0,20240601,99999999,00000000
06,0030,1,3,,抗悪性腫瘍剤動脈、静脈又は腹腔内持続注入用植込型カテーテル設置　頭頸部その他に設置した場合,K6113,,,0,20240601,99999999,00000000
06,0030,1,2,,人工肛門形成術　開腹を伴うもの,K7361,,,0,20240601,99999999,00000000
06,0030,1,2,,人工肛門形成術　その他のもの,K7362,,,0,20240601,99999999,00000000
06,0030,1,1,,カプセル型内視鏡,0110,,,0,20240601,99999999,00000000
06,0035,1,1,,人工肛門造設術,K726,,,0,20240601,99999999,00000000
06,0035,1,1,,腹腔鏡下人工肛門造設術,K726-2,,,0,20240601,99999999,00000000
06,0040,1,1,,人工肛門造設術,K726,,,0,20240601,99999999,00000000
06,0040,1,1,,腹腔鏡下人工肛門造設術,K726-2,,,0,20240601,99999999,00000000
06,0050,1,3,,血管塞栓術（頭部、胸腔、腹腔内血管等）　門脈塞栓術（開腹によるもの）,K6153,,,0,20240601,99999999,00000000
06,0050,1,3,,血管塞栓術（頭部、胸腔、腹腔内血管等）　その他のもの,K6154,,,0,20240601,99999999,00000000
06,0050,1,2,,胆管外瘻造設術　開腹によるもの,K6821,,,0,20240601,99999999,00000000
06,0050,1,2,,胆管外瘻造設術　経皮経肝によるもの,K6822,,,0,20240601,99999999,00000000
06,0050,1,2,,経皮的胆管ドレナージ術,K682-2,,,0,20240601,99999999,00000000
06,0050,1,2,,内視鏡的経鼻胆管ドレナージ術（ＥＮＢＤ）,K682-3,,,0,20240601,99999999,00000000
06,0050,1,2,,超音波内視鏡下瘻孔形成術（腹腔内膿瘍に対するもの）,K682-4,,,0,20240601,99999999,00000000
06,0050,1,2,,内視鏡的胆道拡張術,K686,,,0,20240601,99999999,00000000
06,0050,1,2,,内視鏡的胆道ステント留置術,K688,,,0,20240601,99999999,00000000
06,0050,1,2,,経皮経肝胆管ステント挿入術,K689,,,0,20240601,99999999,00000000
06,0050,1,2,,経皮経肝バルーン拡張術,K689-2,,,0,20240601,99999999,00000000
06,0050,1,2,,肝内胆管外瘻造設術　経皮経肝によるもの,K6972,,,0,20240601,99999999,00000000
06,0050,1,1,,超音波内視鏡下穿刺吸引生検法,D414-2,,,0,20240601,99999999,00000000
06,0060,1,4,,血管塞栓術（頭部、胸腔、腹腔内血管等）　門脈塞栓術（開腹によるもの）,K6153,,,0,20240601,99999999,00000000
06,0060,1,4,,血管塞栓術（頭部、胸腔、腹腔内血管等）　その他のもの,K6154,,,0,20240601,99999999,00000000
06,0060,1,3,,胆管外瘻造設術　開腹によるもの,K6821,,,0,20240601,99999999,00000000
06,0060,1,3,,胆管外瘻造設術　経皮経肝によるもの,K6822,,,0,20240601,99999999,00000000
06,0060,1,3,,経皮的胆管ドレナージ術,K682-2,,,0,20240601,99999999,00000000
06,0060,1,3,,内視鏡的経鼻胆管ドレナージ術（ＥＮＢＤ）,K682-3,,,0,20240601,99999999,00000000
06,0060,1,3,,超音波内視鏡下瘻孔形成術（腹腔内膿瘍に対するもの）,K682-4,,,0,20240601,99999999,00000000
06,0060,1,3,,内視鏡的胆道拡張術,K686,,,0,20240601,99999999,00000000
06,0060,1,3,,内視鏡的胆道ステント留置術,K688,,,0,20240601,99999999,00000000
06,0060,1,3,,経皮経肝胆管ステント挿入術,K689,,,0,20240601,99999999,00000000
06,0060,1,3,,経皮経肝バルーン拡張術,K689-2,,,0,20240601,99999999,00000000
06,0060,1,3,,肝内胆管外瘻造設術　経皮経肝によるもの,K6972,,,0,20240601,99999999,00000000
06,0060,1,2,,胃・十二指腸ファイバースコピー,D308,胆管・膵管造影法,DD02,0,20240601,99999999,00000000
06,0060,1,1,,超音波内視鏡下穿刺吸引生検法,D414-2,,,0,20240601,99999999,00000000
06,007x,1,4,,試験開腹術,K636,,,0,20240601,99999999,00000000
06,007x,1,4,,腹腔鏡下試験開腹術,K636-3,,,0,20240601,99999999,00000000
06,007x,1,4,,腹腔鏡下試験切除術,K636-4,,,0,20240601,99999999,00000000
06,007x,1,3,,胆管外瘻造設術　開腹によるもの,K6821,,,0,20240601,99999999,00000000
06,007x,1,3,,胆管外瘻造設術　経皮経肝によるもの,K6822,,,0,20240601,99999999,00000000
06,007x,1,3,,経皮的胆管ドレナージ術,K682-2,,,0,20240601,99999999,00000000
06,007x,1,3,,内視鏡的経鼻胆管ドレナージ術（ＥＮＢＤ）,K682-3,,,0,20240601,99999999,00000000
06,007x,1,3,,超音波内視鏡下瘻孔形成術（腹腔内膿瘍に対するもの）,K682-4,,,0,20240601,99999999,00000000
06,007x,1,3,,内視鏡的胆道拡張術,K686,,,0,20240601,99999999,00000000
06,007x,1,3,,内視鏡的胆道ステント留置術,K688,,,0,20240601,99999999,00000000
06,007x,1,3,,経皮経肝胆管ステント挿入術,K689,,,0,20240601,99999999,00000000
06,007x,1,3,,経皮経肝バルーン拡張術,K689-2,,,0,20240601,99999999,00000000
06,007x,1,3,,肝内胆管外瘻造設術　経皮経肝によるもの,K6972,,,0,20240601,99999999,00000000
06,007x,1,2,,超音波内視鏡下穿刺吸引生検法,D414-2,,,0,20240601,99999999,00000000
06,007x,1,1,,胃・十二指腸ファイバースコピー,D308,胆管・膵管造影法,DD02,0,20240601,99999999,00000000
06,0090,1,1,,超音波内視鏡下穿刺吸引生検法,D414-2,,,0,20240601,99999999,00000000
06,0100,1,1,,カプセル型内視鏡,0110,,,0,20240601,99999999,00000000
06,0102,1,1,,血管塞栓術（頭部、胸腔、腹腔内血管等）　止血術,K6151,,,0,20240601,99999999,00000000
06,0102,1,1,,血管塞栓術（頭部、胸腔、腹腔内血管等）　選択的動脈化学塞栓術,K6152,,,0,20240601,99999999,00000000
06,0102,1,1,,血管塞栓術（頭部、胸腔、腹腔内血管等）　門脈塞栓術（開腹によるもの）,K6153,,,0,20240601,99999999,00000000
06,0102,1,1,,血管塞栓術（頭部、胸腔、腹腔内血管等）　その他のもの,K6154,,,0,20240601,99999999,00000000
06,0110,1,3,,限局性腹腔膿瘍手術　横隔膜下膿瘍,K6371,,,0,20240601,99999999,00000000
06,0110,1,3,,限局性腹腔膿瘍手術　ダグラス窩膿瘍,K6372,,,0,20240601,99999999,00000000
06,0110,1,3,,経皮的腹腔膿瘍ドレナージ術,K637-2,,,0,20240601,99999999,00000000
06,0110,1,3,,限局性腹腔膿瘍手術　虫垂周囲膿瘍,K6373,,,0,20240601,99999999,00000000
06,0110,1,3,,限局性腹腔膿瘍手術　その他のもの,K6374,,,0,20240601,99999999,00000000
06,0110,1,3,,急性汎発性腹膜炎手術,K639,,,0,20240601,99999999,00000000
06,0110,1,3,,腹腔鏡下汎発性腹膜炎手術,K639-3,,,0,20240601,99999999,00000000
06,0110,1,3,,胃瘻造設術（経皮的内視鏡下胃瘻造設術、腹腔鏡下胃瘻造設術を含む。）,K664,,,0,20240601,99999999,00000000
06,0110,1,3,,胃瘻閉鎖術　開腹又は腹腔鏡によるもの,K6651,,,0,20240601,99999999,00000000
06,0110,1,3,,胃瘻閉鎖術　内視鏡によるもの,K6652,,,0,20240601,99999999,00000000
06,0110,1,3,,胃瘻抜去術,K665-2,,,0,20240601,99999999,00000000
06,0110,1,3,,腸瘻、虫垂瘻造設術,K725,,,0,20240601,99999999,00000000
06,0110,1,3,,腹腔鏡下腸瘻、虫垂瘻造設術,K725-2,,,0,20240601,99999999,00000000
06,0110,1,3,,人工肛門造設術,K726,,,0,20240601,99999999,00000000
06,0110,1,2,,血管塞栓術（頭部、胸腔、腹腔内血管等）　止血術,K6151,,,0,20240601,99999999,00000000
06,0110,1,2,,血管塞栓術（頭部、胸腔、腹腔内血管等）　選択的動脈化学塞栓術,K6152,,,0,20240601,99999999,00000000
06,0110,1,2,,血管塞栓術（頭部、胸腔、腹腔内血管等）　門脈塞栓術（開腹によるもの）,K6153,,,0,20240601,99999999,00000000
06,0110,1,2,,血管塞栓術（頭部、胸腔、腹腔内血管等）　その他のもの,K6154,,,0,20240601,99999999,00000000
06,0110,1,1,,胆管外瘻造設術　開腹によるもの,K6821,,,0,20240601,99999999,00000000
06,0110,1,1,,胆管外瘻造設術　経皮経肝によるもの,K6822,,,0,20240601,99999999,00000000
06,0110,1,1,,経皮的胆管ドレナージ術,K682-2,,,0,20240601,99999999,00000000
06,0110,1,1,,内視鏡的経鼻胆管ドレナージ術（ＥＮＢＤ）,K682-3,,,0,20240601,99999999,00000000
06,0110,1,1,,内視鏡的胆道ステント留置術,K688,,,0,20240601,99999999,00000000
06,0110,1,1,,経皮経肝胆管ステント挿入術,K689,,,0,20240601,99999999,00000000
06,0110,1,1,,経皮経肝バルーン拡張術,K689-2,,,0,20240601,99999999,00000000
06,0130,1,1,,カプセル型内視鏡,0110,,,0,20240601,99999999,00000000
06,0180,1,2,,人工肛門造設術,K726,,,0,20240601,99999999,00000000
06,0180,0,1,,カプセル型内視鏡,0110,,,0,20240601,99999999,00000000
06,0185,1,2,,人工肛門造設術,K726,,,0,20240601,99999999,00000000
06,0185,1,2,,腹腔鏡下人工肛門造設術,K726-2,,,0,20240601,99999999,00000000
06,0185,0,1,,カプセル型内視鏡,0110,,,0,20240601,99999999,00000000
06,0210,1,1,,イレウス用ロングチューブ挿入法,J034,,,0,20240601,99999999,00000000
06,0300,1,1,,経皮的針生検法,D412,,,0,20240601,99999999,00000000
06,0335,1,2,,限局性腹腔膿瘍手術　横隔膜下膿瘍,K6371,,,0,20240601,99999999,00000000
06,0335,1,2,,限局性腹腔膿瘍手術　ダグラス窩膿瘍,K6372,,,0,20240601,99999999,00000000
06,0335,1,2,,経皮的腹腔膿瘍ドレナージ術,K637-2,,,0,20240601,99999999,00000000
06,0335,1,2,,限局性腹腔膿瘍手術　虫垂周囲膿瘍,K6373,,,0,20240601,99999999,00000000
06,0335,1,2,,限局性腹腔膿瘍手術　その他のもの,K6374,,,0,20240601,99999999,00000000
06,0335,1,2,,急性汎発性腹膜炎手術,K639,,,0,20240601,99999999,00000000
06,0335,1,2,,腹腔鏡下汎発性腹膜炎手術,K639-3,,,0,20240601,99999999,00000000
06,0335,1,2,,内視鏡的経鼻胆管ドレナージ術（ＥＮＢＤ）,K682-3,,,0,20240601,99999999,00000000
06,0335,1,2,,内視鏡的胆道ステント留置術,K688,,,0,20240601,99999999,00000000
06,0335,1,2,,肝内胆管（肝管）胃（腸）吻合術,K696,,,0,20240601,99999999,00000000
06,0335,1,1,,胆嚢外瘻造設術,K681,,,0,20240601,99999999,00000000
06,0335,1,1,,胆管外瘻造設術　開腹によるもの,K6821,,,0,20240601,99999999,00000000
06,0335,1,1,,胆管外瘻造設術　経皮経肝によるもの,K6822,,,0,20240601,99999999,00000000
06,0335,1,1,,経皮的胆管ドレナージ術,K682-2,,,0,20240601,99999999,00000000
06,0340,1,4,,限局性腹腔膿瘍手術　横隔膜下膿瘍,K6371,,,0,20240601,99999999,00000000
06,0340,1,4,,限局性腹腔膿瘍手術　ダグラス窩膿瘍,K6372,,,0,20240601,99999999,00000000
06,0340,1,4,,経皮的腹腔膿瘍ドレナージ術,K637-2,,,0,20240601,99999999,00000000
06,0340,1,4,,限局性腹腔膿瘍手術　虫垂周囲膿瘍,K6373,,,0,20240601,99999999,00000000
06,0340,1,4,,限局性腹腔膿瘍手術　その他のもの,K6374,,,0,20240601,99999999,00000000
06,0340,1,4,,急性汎発性腹膜炎手術,K639,,,0,20240601,99999999,00000000
06,0340,1,4,,腹腔鏡下汎発性腹膜炎手術,K639-3,,,0,20240601,99999999,00000000
06,0340,1,3,,内視鏡的経鼻胆管ドレナージ術（ＥＮＢＤ）,K682-3,,,0,20240601,99999999,00000000
06,0340,1,3,,内視鏡的胆道拡張術,K686,,,0,20240601,99999999,00000000
06,0340,1,3,,内視鏡的胆道ステント留置術,K688,,,0,20240601,99999999,00000000
06,0340,1,1,,体外衝撃波胆石破砕術（一連につき）,K678,,,0,20240601,99999999,00000000
06,0340,1,1,,胆嚢外瘻造設術,K681,,,0,20240601,99999999,00000000
06,0340,1,1,,胆管外瘻造設術　開腹によるもの,K6821,,,0,20240601,99999999,00000000
06,0340,1,1,,胆管外瘻造設術　経皮経肝によるもの,K6822,,,0,20240601,99999999,00000000
06,0340,1,1,,経皮的胆管ドレナージ術,K682-2,,,0,20240601,99999999,00000000
06,0340,1,1,,内視鏡的胆道結石除去術　胆道砕石術を伴うもの,K6851,,,0,20240601,99999999,00000000
06,0340,1,1,,内視鏡的胆道結石除去術　その他のもの,K6852,,,0,20240601,99999999,00000000
06,0340,1,1,,内視鏡的乳頭切開術　乳頭括約筋切開のみのもの,K6871,,,0,20240601,99999999,00000000
06,0340,1,1,,内視鏡的乳頭切開術　胆道砕石術を伴うもの,K6872,,,0,20240601,99999999,00000000
06,0340,1,1,,内視鏡的乳頭切開術　胆道鏡下結石破砕術を伴うもの,K6873,,,0,20240601,99999999,00000000
06,0340,1,1,,経皮経肝胆管ステント挿入術,K689,,,0,20240601,99999999,00000000
06,0340,1,1,,経皮経肝バルーン拡張術,K689-2,,,0,20240601,99999999,00000000
06,0350,1,4,,限局性腹腔膿瘍手術　横隔膜下膿瘍,K6371,,,0,20240601,99999999,00000000
06,0350,1,4,,限局性腹腔膿瘍手術　ダグラス窩膿瘍,K6372,,,0,20240601,99999999,00000000
06,0350,1,4,,経皮的腹腔膿瘍ドレナージ術,K637-2,,,0,20240601,99999999,00000000
06,0350,1,4,,限局性腹腔膿瘍手術　虫垂周囲膿瘍,K6373,,,0,20240601,99999999,00000000
06,0350,1,4,,限局性腹腔膿瘍手術　その他のもの,K6374,,,0,20240601,99999999,00000000
06,0350,1,4,,急性汎発性腹膜炎手術,K639,,,0,20240601,99999999,00000000
06,0350,1,4,,腹腔鏡下汎発性腹膜炎手術,K639-3,,,0,20240601,99999999,00000000
06,0350,1,4,,人工肛門造設術,K726,,,0,20240601,99999999,00000000
06,0350,1,3,,腹腔穿刺,J010,,,0,20240601,99999999,00000000
06,0350,1,2,,胆嚢外瘻造設術,K681,,,0,20240601,99999999,00000000
06,0350,1,2,,胆管外瘻造設術　開腹によるもの,K6821,,,0,20240601,99999999,00000000
06,0350,1,2,,胆管外瘻造設術　経皮経肝によるもの,K6822,,,0,20240601,99999999,00000000
06,0350,1,2,,経皮的胆管ドレナージ術,K682-2,,,0,20240601,99999999,00000000
06,0350,1,2,,経皮経肝胆管ステント挿入術,K689,,,0,20240601,99999999,00000000
06,0350,1,2,,経皮経肝バルーン拡張術,K689-2,,,0,20240601,99999999,00000000
06,0350,1,1,,体外衝撃波胆石破砕術（一連につき）,K678,,,0,20240601,99999999,00000000
06,0350,1,1,,膵結石手術　経十二指腸乳頭によるもの,K6992,,,0,20240601,99999999,00000000
06,0350,1,1,,膵管外瘻造設術,K708,,,0,20240601,99999999,00000000
06,0360,1,3,,限局性腹腔膿瘍手術　横隔膜下膿瘍,K6371,,,0,20240601,99999999,00000000
06,0360,1,3,,限局性腹腔膿瘍手術　ダグラス窩膿瘍,K6372,,,0,20240601,99999999,00000000
06,0360,1,3,,経皮的腹腔膿瘍ドレナージ術,K637-2,,,0,20240601,99999999,00000000
06,0360,1,3,,限局性腹腔膿瘍手術　虫垂周囲膿瘍,K6373,,,0,20240601,99999999,00000000
06,0360,1,3,,限局性腹腔膿瘍手術　その他のもの,K6374,,,0,20240601,99999999,00000000
06,0360,1,3,,急性汎発性腹膜炎手術,K639,,,0,20240601,99999999,00000000
06,0360,1,3,,腹腔鏡下汎発性腹膜炎手術,K639-3,,,0,20240601,99999999,00000000
06,0360,1,3,,胃瘻造設術（経皮的内視鏡下胃瘻造設術、腹腔鏡下胃瘻造設術を含む。）,K664,,,0,20240601,99999999,00000000
06,0360,1,3,,胃瘻閉鎖術　開腹又は腹腔鏡によるもの,K6651,,,0,20240601,99999999,00000000
06,0360,1,3,,胃瘻閉鎖術　内視鏡によるもの,K6652,,,0,20240601,99999999,00000000
06,0360,1,3,,胃瘻抜去術,K665-2,,,0,20240601,99999999,00000000
06,0360,1,3,,腸瘻、虫垂瘻造設術,K725,,,0,20240601,99999999,00000000
06,0360,1,3,,腹腔鏡下腸瘻、虫垂瘻造設術,K725-2,,,0,20240601,99999999,00000000
06,0360,1,3,,人工肛門造設術,K726,,,0,20240601,99999999,00000000
06,0360,1,2,,胆嚢外瘻造設術,K681,,,0,20240601,99999999,00000000
06,0360,1,2,,胆管外瘻造設術　開腹によるもの,K6821,,,0,20240601,99999999,00000000
06,0360,1,2,,胆管外瘻造設術　経皮経肝によるもの,K6822,,,0,20240601,99999999,00000000
06,0360,1,2,,経皮的胆管ドレナージ術,K682-2,,,0,20240601,99999999,00000000
06,0360,1,2,,内視鏡的経鼻胆管ドレナージ術（ＥＮＢＤ）,K682-3,,,0,20240601,99999999,00000000
06,0360,1,2,,内視鏡的胆道拡張術,K686,,,0,20240601,99999999,00000000
06,0360,1,2,,内視鏡的胆道ステント留置術,K688,,,0,20240601,99999999,00000000
06,0360,1,2,,経皮経肝胆管ステント挿入術,K689,,,0,20240601,99999999,00000000
06,0360,1,2,,経皮経肝バルーン拡張術,K689-2,,,0,20240601,99999999,00000000
06,0360,1,1,,体外衝撃波胆石破砕術（一連につき）,K678,,,0,20240601,99999999,00000000
06,0370,1,1,,人工肛門造設術,K726,,,0,20240601,99999999,00000000
06,0370,1,1,,腹腔鏡下人工肛門造設術,K726-2,,,0,20240601,99999999,00000000
07,0010,1,2,,皮弁作成術、移動術、切断術、遷延皮弁術　２５平方センチメートル未満,K0151,,,0,20240601,99999999,00000000
07,0010,1,2,,皮弁作成術、移動術、切断術、遷延皮弁術　２５平方センチメートル以上１００平方センチメートル未満,K0152,,,0,20240601,99999999,00000000
07,0010,1,2,,皮弁作成術、移動術、切断術、遷延皮弁術　１００平方センチメートル以上,K0153,,,0,20240601,99999999,00000000
07,0010,1,2,,動脈（皮）弁術、筋（皮）弁術,K016,,,0,20240601,99999999,00000000
