MDCｺｰﾄﾞ,分類ｺｰﾄﾞ,値,手術フラグ,年齢，出生時体重別の値,対応ｺｰﾄﾞ,手術１,,手術２,,手術３,,手術４,,手術５,,変更区分,有効期間,,更新日
04,0040,,01,,01,肺悪性腫瘍手術　気管支形成を伴う肺切除,K5146,,,,,,,,,0,20240601,99999999,00000000
04,0040,,01,,01,肺悪性腫瘍手術　気管分岐部切除を伴う肺切除,K5147,,,,,,,,,0,20240601,99999999,00000000
04,0040,,01,,01,肺悪性腫瘍手術　気管分岐部再建を伴う肺切除,K5148,,,,,,,,,0,20240601,99999999,00000000
04,0040,,01,,01,気管支形成手術　輪状切除術,K5182,,,,,,,,,0,20240601,99999999,00000000
04,0050,,99,,99,手術なし,KKK0,,,,,,,,,0,20240601,99999999,00000000
04,0050,,97,,97,定義テーブルにない手術,KKK1,,,,,,,,,0,20240601,99999999,00000000
04,0050,,07,,97,胸腔鏡下肺悪性腫瘍手術　肺全摘,K514-25,,,,,,,,,0,20240601,99999999,00000000
04,0050,,06,,01,肋骨切除術　その他の肋骨,K4822,,,,,,,,,0,20240601,99999999,00000000
04,0050,,06,,01,胸骨切除術、胸骨骨折観血手術,K483,,,,,,,,,0,20240601,99999999,00000000
04,0050,,05,,01,胸腔鏡下肺切除術　肺嚢胞手術（楔状部分切除によるもの）,K5131,,,,,,,,,0,20240601,99999999,00000000
04,0050,,05,,01,胸腔鏡下肺切除術　部分切除,K5132,,,,,,,,,0,20240601,99999999,00000000
04,0050,,05,,01,胸腔鏡下肺切除術　区域切除,K5133,,,,,,,,,0,20240601,99999999,00000000
04,0050,,05,,01,胸腔鏡下良性胸壁腫瘍手術,K513-3,,,,,,,,,0,20240601,99999999,00000000
04,0050,,05,,01,胸腔鏡下肺切除術　肺葉切除又は１肺葉を超えるもの,K5134,,,,,,,,,0,20240601,99999999,00000000
04,0050,,03,,01,胸壁腫瘍摘出術,K485,,,,,,,,,0,20240601,99999999,00000000
04,0050,,02,,01,胸壁悪性腫瘍摘出術　胸壁形成手術を併施するもの,K4841,,,,,,,,,0,20240601,99999999,00000000
04,0050,,02,,01,胸壁悪性腫瘍摘出術　その他のもの,K4842,,,,,,,,,0,20240601,99999999,00000000
04,0050,,02,,01,胸骨悪性腫瘍摘出術　胸壁形成手術を併施するもの,K484-21,,,,,,,,,0,20240601,99999999,00000000
04,0050,,02,,01,胸骨悪性腫瘍摘出術　その他のもの,K484-22,,,,,,,,,0,20240601,99999999,00000000
04,0050,,01,,01,肺切除術　１側肺全摘,K5115,,,,,,,,,0,20240601,99999999,00000000
04,0050,,01,,01,肺悪性腫瘍手術　壁側・臓側胸膜全切除（横隔膜、心膜合併切除を伴うもの）,K51410,,,,,,,,,0,20240601,99999999,00000000
04,0050,,01,,01,肺悪性腫瘍手術　隣接臓器合併切除を伴う肺切除,K5145,,,,,,,,,0,20240601,99999999,00000000
04,0050,,01,,01,肺悪性腫瘍手術　胸膜肺全摘,K5149,,,,,,,,,0,20240601,99999999,00000000
04,0070,,99,,99,手術なし,KKK0,,,,,,,,,0,20240601,99999999,00000000
04,0070,,97,,97,手術あり,KKK1,,,,,,,,,0,20240601,99999999,00000000
04,0080,,99,,99,手術なし,KKK0,,,,,,,,,0,20240601,99999999,00000000
04,0080,,97,,97,手術あり,KKK1,,,,,,,,,0,20240601,99999999,00000000
04,0081,,99,,99,手術なし,KKK0,,,,,,,,,0,20240601,99999999,00000000
04,0081,,97,,97,定義テーブルにない手術,KKK1,,,,,,,,,0,20240601,99999999,00000000
04,0081,,02,,97,気管切開術,K386,,,,,,,,,0,20240601,99999999,00000000
04,0081,,02,,97,中心静脈注射用植込型カテーテル設置　頭頸部その他に設置した場合,K6182,,,,,,,,,0,20240601,99999999,00000000
04,0081,,02,,97,胃瘻造設術（経皮的内視鏡下胃瘻造設術、腹腔鏡下胃瘻造設術を含む。）,K664,,,,,,,,,0,20240601,99999999,00000000
04,0081,,02,,97,経皮経食道胃管挿入術（ＰＴＥＧ）,K664-2,,,,,,,,,0,20240601,99999999,00000000
04,0081,,01,,97,嚥下機能手術　喉頭気管分離術,K403-23,,,,,,,,,0,20240601,99999999,00000000
04,0090,,99,,99,手術なし,KKK0,,,,,,,,,0,20240601,99999999,00000000
04,0090,,97,,97,手術あり,KKK1,,,,,,,,,0,20240601,99999999,00000000
04,0100,,99,,99,手術なし,KKK0,,,,,,,,,0,20240601,99999999,00000000
04,0100,,97,,97,手術あり,KKK1,,,,,,,,,0,20240601,99999999,00000000
04,0110,,99,,99,手術なし,KKK0,,,,,,,,,0,20240601,99999999,00000000
04,0110,,97,,97,手術あり,KKK1,,,,,,,,,0,20240601,99999999,00000000
04,0120,,99,,99,手術なし,KKK0,,,,,,,,,0,20240601,99999999,00000000
04,0120,,97,,97,定義テーブルにない手術,KKK1,,,,,,,,,0,20240601,99999999,00000000
04,0120,,02,,01,胸腔鏡下肺切除術　肺嚢胞手術（楔状部分切除によるもの）,K5131,,,,,,,,,0,20240601,99999999,00000000
04,0120,,02,,01,胸腔鏡下肺切除術　部分切除,K5132,,,,,,,,,0,20240601,99999999,00000000
04,0120,,02,,01,胸腔鏡下肺切除術　区域切除,K5133,,,,,,,,,0,20240601,99999999,00000000
04,0120,,02,,01,胸腔鏡下肺切除術　肺葉切除又は１肺葉を超えるもの,K5134,,,,,,,,,0,20240601,99999999,00000000
04,0120,,02,,01,胸腔鏡下肺縫縮術,K513-4,,,,,,,,,0,20240601,99999999,00000000
04,0120,,01,,01,肺切除術　楔状部分切除,K5111,,,,,,,,,0,20240601,99999999,00000000
04,0120,,01,,01,肺切除術　区域切除（１肺葉に満たないもの）,K5112,,,,,,,,,0,20240601,99999999,00000000
04,0120,,01,,01,肺切除術　肺葉切除,K5113,,,,,,,,,0,20240601,99999999,00000000
04,0120,,01,,01,肺切除術　複合切除（１肺葉を超えるもの）,K5114,,,,,,,,,0,20240601,99999999,00000000
04,0120,,01,,01,肺切除術　１側肺全摘,K5115,,,,,,,,,0,20240601,99999999,00000000
04,0120,,01,,01,肺切除術　気管支形成を伴う肺切除,K5116,,,,,,,,,0,20240601,99999999,00000000
04,0130,,99,,99,手術なし,KKK0,,,,,,,,,0,20240601,99999999,00000000
04,0130,,97,,97,定義テーブルにない手術,KKK1,,,,,,,,,0,20240601,99999999,00000000
04,0130,,01,,97,気管切開術,K386,,,,,,,,,0,20240601,99999999,00000000
04,0140,,99,,99,手術なし,KKK0,,,,,,,,,0,20240601,99999999,00000000
04,0140,,97,,97,定義テーブルにない手術,KKK1,,,,,,,,,0,20240601,99999999,00000000
04,0140,,02,,97,肺切除術　楔状部分切除,K5111,,,,,,,,,0,20240601,99999999,00000000
04,0140,,02,,97,肺切除術　区域切除（１肺葉に満たないもの）,K5112,,,,,,,,,0,20240601,99999999,00000000
04,0140,,02,,97,肺切除術　肺葉切除,K5113,,,,,,,,,0,20240601,99999999,00000000
04,0140,,02,,97,肺切除術　複合切除（１肺葉を超えるもの）,K5114,,,,,,,,,0,20240601,99999999,00000000
04,0140,,02,,97,肺切除術　１側肺全摘,K5115,,,,,,,,,0,20240601,99999999,00000000
04,0140,,02,,97,肺切除術　気管支形成を伴う肺切除,K5116,,,,,,,,,0,20240601,99999999,00000000
04,0140,,01,,97,血管塞栓術（頭部、胸腔、腹腔内血管等）　止血術,K6151,,,,,,,,,0,20240601,99999999,00000000
04,0140,,01,,97,血管塞栓術（頭部、胸腔、腹腔内血管等）　選択的動脈化学塞栓術,K6152,,,,,,,,,0,20240601,99999999,00000000
04,0140,,01,,97,血管塞栓術（頭部、胸腔、腹腔内血管等）　門脈塞栓術（開腹によるもの）,K6153,,,,,,,,,0,20240601,99999999,00000000
04,0140,,01,,97,血管塞栓術（頭部、胸腔、腹腔内血管等）　その他のもの,K6154,,,,,,,,,0,20240601,99999999,00000000
04,0150,,99,,99,手術なし,KKK0,,,,,,,,,0,20240601,99999999,00000000
04,0150,,97,,97,定義テーブルにない手術,KKK1,,,,,,,,,0,20240601,99999999,00000000
04,0150,,06,,97,気管支瘻孔閉鎖術,K509-4,,,,,,,,,0,20240601,99999999,00000000
04,0150,,05,,97,縦隔腫瘍、胸腺摘出術,K502,,,,,,,,,0,20240601,99999999,00000000
04,0150,,04,,97,膿胸腔有茎大網充填術,K497-2,,,,,,,,,0,20240601,99999999,00000000
04,0150,,04,,97,胸郭形成手術（膿胸手術の場合）　肋骨切除を主とするもの,K4981,,,,,,,,,0,20240601,99999999,00000000
04,0150,,04,,97,胸郭形成手術（膿胸手術の場合）　胸膜胼胝切除を併施するもの,K4982,,,,,,,,,0,20240601,99999999,00000000
04,0150,,04,,97,縦隔切開術　頸部からのもの、経食道によるもの,K502-21,,,,,,,,,0,20240601,99999999,00000000
04,0150,,04,,97,縦隔切開術　経胸腔によるもの、経腹によるもの,K502-22,,,,,,,,,0,20240601,99999999,00000000
04,0150,,04,,97,胸腔鏡下縦隔切開術,K502-3,,,,,,,,,0,20240601,99999999,00000000
04,0150,,04,,97,肺膿瘍切開排膿術,K507,,,,,,,,,0,20240601,99999999,00000000
04,0150,,03,,97,胸腔鏡下肺切除術　肺嚢胞手術（楔状部分切除によるもの）,K5131,,,,,,,,,0,20240601,99999999,00000000
04,0150,,03,,97,胸腔鏡下肺切除術　部分切除,K5132,,,,,,,,,0,20240601,99999999,00000000
04,0150,,03,,97,胸腔鏡下肺切除術　区域切除,K5133,,,,,,,,,0,20240601,99999999,00000000
04,0150,,03,,97,胸腔鏡下肺切除術　肺葉切除又は１肺葉を超えるもの,K5134,,,,,,,,,0,20240601,99999999,00000000
04,0150,,02,,97,肺切除術　楔状部分切除,K5111,,,,,,,,,0,20240601,99999999,00000000
04,0150,,02,,97,肺切除術　区域切除（１肺葉に満たないもの）,K5112,,,,,,,,,0,20240601,99999999,00000000
04,0150,,02,,97,肺切除術　肺葉切除,K5113,,,,,,,,,0,20240601,99999999,00000000
04,0150,,02,,97,肺切除術　複合切除（１肺葉を超えるもの）,K5114,,,,,,,,,0,20240601,99999999,00000000
04,0150,,02,,97,肺切除術　１側肺全摘,K5115,,,,,,,,,0,20240601,99999999,00000000
04,0150,,02,,97,肺切除術　気管支形成を伴う肺切除,K5116,,,,,,,,,0,20240601,99999999,00000000
04,0151,,99,,99,手術なし,KKK0,,,,,,,,,0,20240601,99999999,00000000
04,0151,,97,,97,定義テーブルにない手術,KKK1,,,,,,,,,0,20240601,99999999,00000000
04,0151,,05,,97,縦隔腫瘍、胸腺摘出術,K502,,,,,,,,,0,20240601,99999999,00000000
04,0151,,04,,97,膿胸腔有茎大網充填術,K497-2,,,,,,,,,0,20240601,99999999,00000000
04,0151,,04,,97,胸郭形成手術（膿胸手術の場合）　肋骨切除を主とするもの,K4981,,,,,,,,,0,20240601,99999999,00000000
04,0151,,04,,97,胸郭形成手術（膿胸手術の場合）　胸膜胼胝切除を併施するもの,K4982,,,,,,,,,0,20240601,99999999,00000000
04,0151,,04,,97,縦隔切開術　頸部からのもの、経食道によるもの,K502-21,,,,,,,,,0,20240601,99999999,00000000
04,0151,,04,,97,縦隔切開術　経胸腔によるもの、経腹によるもの,K502-22,,,,,,,,,0,20240601,99999999,00000000
04,0151,,04,,97,胸腔鏡下縦隔切開術,K502-3,,,,,,,,,0,20240601,99999999,00000000
04,0151,,04,,97,肺膿瘍切開排膿術,K507,,,,,,,,,0,20240601,99999999,00000000
04,0151,,03,,97,胸腔鏡下肺切除術　肺嚢胞手術（楔状部分切除によるもの）,K5131,,,,,,,,,0,20240601,99999999,00000000
04,0151,,03,,97,胸腔鏡下肺切除術　部分切除,K5132,,,,,,,,,0,20240601,99999999,00000000
04,0151,,03,,97,胸腔鏡下肺切除術　区域切除,K5133,,,,,,,,,0,20240601,99999999,00000000
04,0151,,03,,97,胸腔鏡下肺切除術　肺葉切除又は１肺葉を超えるもの,K5134,,,,,,,,,0,20240601,99999999,00000000
04,0151,,02,,97,肺切除術　楔状部分切除,K5111,,,,,,,,,0,20240601,99999999,00000000
04,0151,,02,,97,肺切除術　区域切除（１肺葉に満たないもの）,K5112,,,,,,,,,0,20240601,99999999,00000000
04,0151,,02,,97,肺切除術　肺葉切除,K5113,,,,,,,,,0,20240601,99999999,00000000
04,0151,,02,,97,肺切除術　複合切除（１肺葉を超えるもの）,K5114,,,,,,,,,0,20240601,99999999,00000000
04,0151,,02,,97,肺切除術　１側肺全摘,K5115,,,,,,,,,0,20240601,99999999,00000000
04,0151,,02,,97,肺切除術　気管支形成を伴う肺切除,K5116,,,,,,,,,0,20240601,99999999,00000000
04,0160,,99,,99,手術なし,KKK0,,,,,,,,,0,20240601,99999999,00000000
04,0160,,97,,97,定義テーブルにない手術,KKK1,,,,,,,,,0,20240601,99999999,00000000
04,0160,,04,,97,肺膿瘍切開排膿術,K507,,,,,,,,,0,20240601,99999999,00000000
04,0160,,03,,97,胸壁膿瘍切開術,K477,,,,,,,,,0,20240601,99999999,00000000
04,0160,,03,,97,肋骨・胸骨カリエス又は肋骨骨髄炎手術,K478,,,,,,,,,0,20240601,99999999,00000000
04,0160,,03,,97,胸壁冷膿瘍手術,K480,,,,,,,,,0,20240601,99999999,00000000
04,0160,,03,,97,流注膿瘍切開掻爬術,K480-2,,,,,,,,,0,20240601,99999999,00000000
04,0160,,03,,97,胸郭形成手術（肺切除後遺残腔を含む。）,K499,,,,,,,,,0,20240601,99999999,00000000
04,0160,,02,,97,胸腔鏡下肺切除術　肺嚢胞手術（楔状部分切除によるもの）,K5131,,,,,,,,,0,20240601,99999999,00000000
04,0160,,02,,97,胸腔鏡下肺切除術　部分切除,K5132,,,,,,,,,0,20240601,99999999,00000000
04,0160,,02,,97,胸腔鏡下肺切除術　区域切除,K5133,,,,,,,,,0,20240601,99999999,00000000
04,0160,,02,,97,胸腔鏡下肺切除術　肺葉切除又は１肺葉を超えるもの,K5134,,,,,,,,,0,20240601,99999999,00000000
04,0160,,01,,97,肺切除術　楔状部分切除,K5111,,,,,,,,,0,20240601,99999999,00000000
04,0160,,01,,97,肺切除術　区域切除（１肺葉に満たないもの）,K5112,,,,,,,,,0,20240601,99999999,00000000
04,0160,,01,,97,肺切除術　肺葉切除,K5113,,,,,,,,,0,20240601,99999999,00000000
04,0160,,01,,97,肺切除術　複合切除（１肺葉を超えるもの）,K5114,,,,,,,,,0,20240601,99999999,00000000
04,0160,,01,,97,肺切除術　１側肺全摘,K5115,,,,,,,,,0,20240601,99999999,00000000
04,0160,,01,,97,肺切除術　気管支形成を伴う肺切除,K5116,,,,,,,,,0,20240601,99999999,00000000
04,0170,,99,,99,手術なし,KKK0,,,,,,,,,0,20240601,99999999,00000000
04,0170,,97,,97,手術あり,KKK1,,,,,,,,,0,20240601,99999999,00000000
04,0180,,99,,99,手術なし,KKK0,,,,,,,,,0,20240601,99999999,00000000
04,0180,,97,,97,定義テーブルにない手術,KKK1,,,,,,,,,0,20240601,99999999,00000000
04,0180,,01,,97,気管形成手術（管状気管、気管移植等）　頸部からのもの,K4031,,,,,,,,,0,20240601,99999999,00000000
04,0180,,01,,97,気管形成手術（管状気管、気管移植等）　開胸又は胸骨正中切開によるもの,K4032,,,,,,,,,0,20240601,99999999,00000000
04,0180,,01,,97,気管支狭窄拡張術（気管支鏡によるもの）,K508,,,,,,,,,0,20240601,99999999,00000000
04,0180,,01,,97,肺切除術　楔状部分切除,K5111,,,,,,,,,0,20240601,99999999,00000000
04,0180,,01,,97,肺切除術　区域切除（１肺葉に満たないもの）,K5112,,,,,,,,,0,20240601,99999999,00000000
04,0180,,01,,97,肺切除術　肺葉切除,K5113,,,,,,,,,0,20240601,99999999,00000000
04,0180,,01,,97,肺切除術　複合切除（１肺葉を超えるもの）,K5114,,,,,,,,,0,20240601,99999999,00000000
04,0180,,01,,97,肺切除術　１側肺全摘,K5115,,,,,,,,,0,20240601,99999999,00000000
04,0180,,01,,97,肺切除術　気管支形成を伴う肺切除,K5116,,,,,,,,,0,20240601,99999999,00000000
04,0180,,01,,97,気管支形成手術　楔状切除術,K5181,,,,,,,,,0,20240601,99999999,00000000
04,0180,,01,,97,気管支形成手術　輪状切除術,K5182,,,,,,,,,0,20240601,99999999,00000000
04,0190,,99,,99,手術なし,KKK0,,,,,,,,,0,20240601,99999999,00000000
04,0190,,97,,97,定義テーブルにない手術,KKK1,,,,,,,,,0,20240601,99999999,00000000
04,0190,,01,,97,醸膿胸膜、胸膜胼胝切除術　１肺葉に相当する範囲以内のもの,K4961,,,,,,,,,0,20240601,99999999,00000000
04,0190,,01,,97,醸膿胸膜、胸膜胼胝切除術　１肺葉に相当する範囲を超えるもの,K4962,,,,,,,,,0,20240601,99999999,00000000
04,0190,,01,,97,胸膜外肺剥皮術　１肺葉に相当する範囲以内のもの,K496-31,,,,,,,,,0,20240601,99999999,00000000
04,0190,,01,,97,胸膜外肺剥皮術　１肺葉に相当する範囲を超えるもの,K496-32,,,,,,,,,0,20240601,99999999,00000000
04,0200,,99,,99,手術なし,KKK0,,,,,,,,,0,20240601,99999999,00000000
04,0200,,97,,97,定義テーブルにない手術,KKK1,,,,,,,,,0,20240601,99999999,00000000
04,0200,,04,,97,気管支瘻孔閉鎖術,K509-4,,,,,,,,,0,20240601,99999999,00000000
04,0200,,03,,01,胸腔鏡下肺切除術　肺嚢胞手術（楔状部分切除によるもの）,K5131,,,,,,,,,0,20240601,99999999,00000000
04,0200,,03,,01,胸腔鏡下肺切除術　部分切除,K5132,,,,,,,,,0,20240601,99999999,00000000
04,0200,,03,,01,胸腔鏡下肺切除術　区域切除,K5133,,,,,,,,,0,20240601,99999999,00000000
04,0200,,03,,01,胸腔鏡下肺切除術　肺葉切除又は１肺葉を超えるもの,K5134,,,,,,,,,0,20240601,99999999,00000000
04,0200,,02,,01,肺縫縮術,K517,,,,,,,,,0,20240601,99999999,00000000
04,0200,,01,,01,肺切除術　楔状部分切除,K5111,,,,,,,,,0,20240601,99999999,00000000
04,0200,,01,,01,肺切除術　区域切除（１肺葉に満たないもの）,K5112,,,,,,,,,0,20240601,99999999,00000000
04,0200,,01,,01,肺切除術　肺葉切除,K5113,,,,,,,,,0,20240601,99999999,00000000
04,0200,,01,,01,肺切除術　複合切除（１肺葉を超えるもの）,K5114,,,,,,,,,0,20240601,99999999,00000000
04,0200,,01,,01,肺切除術　１側肺全摘,K5115,,,,,,,,,0,20240601,99999999,00000000
04,0200,,01,,01,肺切除術　気管支形成を伴う肺切除,K5116,,,,,,,,,0,20240601,99999999,00000000
04,0210,,99,,99,手術なし,KKK0,,,,,,,,,0,20240601,99999999,00000000
04,0210,,97,,97,定義テーブルにない手術,KKK1,,,,,,,,,0,20240601,99999999,00000000
04,0210,,02,,97,肺切除術　区域切除（１肺葉に満たないもの）,K5112,,,,,,,,,0,20240601,99999999,00000000
04,0210,,01,,97,肺切除術　肺葉切除,K5113,,,,,,,,,0,20240601,99999999,00000000
04,0220,,99,,99,手術なし,KKK0,,,,,,,,,0,20240601,99999999,00000000
04,0220,,97,,97,定義テーブルにない手術,KKK1,,,,,,,,,0,20240601,99999999,00000000
04,0220,,03,,97,横隔膜縫合術　経胸又は経腹,K5341,,,,,,,,,0,20240601,99999999,00000000
04,0220,,03,,97,横隔膜縫合術　経胸及び経腹,K5342,,,,,,,,,0,20240601,99999999,00000000
04,0220,,03,,97,胸腔鏡下（腹腔鏡下を含む。）横隔膜縫合術,K534-3,,,,,,,,,0,20240601,99999999,00000000
04,0220,,03,,97,腹腔鏡下食道裂孔ヘルニア手術,K537-2,,,,,,,,,0,20240601,99999999,00000000
04,0220,,02,,97,後胸骨ヘルニア手術,K536,,,,,,,,,0,20240601,99999999,00000000
04,0220,,02,,97,食道裂孔ヘルニア手術　経胸又は経腹,K5371,,,,,,,,,0,20240601,99999999,00000000
04,0220,,02,,97,食道裂孔ヘルニア手術　経胸及び経腹,K5372,,,,,,,,,0,20240601,99999999,00000000
04,0220,,01,,97,胸腹裂孔ヘルニア手術　経胸又は経腹,K5351,,,,,,,,,0,20240601,99999999,00000000
04,0220,,01,,97,胸腹裂孔ヘルニア手術　経胸及び経腹,K5352,,,,,,,,,0,20240601,99999999,00000000
04,0230,,99,,99,手術なし,KKK0,,,,,,,,,0,20240601,99999999,00000000
04,0230,,97,,97,定義テーブルにない手術,KKK1,,,,,,,,,0,20240601,99999999,00000000
04,0230,,02,,97,胸腔内（胸膜内）血腫除去術,K494,,,,,,,,,0,20240601,99999999,00000000
04,0230,,01,,97,乳糜胸手術,K501,,,,,,,,,0,20240601,99999999,00000000
04,0230,,01,,97,胸腔鏡下胸管結紮術（乳糜胸手術）,K501-3,,,,,,,,,0,20240601,99999999,00000000
04,0240,,99,,99,手術なし,KKK0,,,,,,,,,0,20240601,99999999,00000000
04,0240,,97,,97,手術あり,KKK1,,,,,,,,,0,20240601,99999999,00000000
04,0250,,99,,99,手術なし,KKK0,,,,,,,,,0,20240601,99999999,00000000
04,0250,,97,,97,手術あり,KKK1,,,,,,,,,0,20240601,99999999,00000000
04,026x,,99,,99,手術なし,KKK0,,,,,,,,,0,20240601,99999999,00000000
04,026x,,97,,97,定義テーブルにない手術,KKK1,,,,,,,,,0,20240601,99999999,00000000
04,026x,,01,,01,経皮的肺動脈弁拡張術,K570-2,,,,,,,,,0,20240601,99999999,00000000
04,026x,,01,,01,経皮的肺動脈形成術,K570-3,,,,,,,,,0,20240601,99999999,00000000
04,0310,,99,,99,手術なし,KKK0,,,,,,,,,0,20240601,99999999,00000000
04,0310,,97,,97,定義テーブルにない手術,KKK1,,,,,,,,,0,20240601,99999999,00000000
04,0310,,01,,97,気管・気管支ステント留置術　硬性鏡によるもの,K508-21,,,,,,,,,0,20240601,99999999,00000000
04,0310,,01,,97,気管・気管支ステント留置術　軟性鏡によるもの,K508-22,,,,,,,,,0,20240601,99999999,00000000
05,0010,,99,,99,手術なし,KKK0,,,,,,,,,0,20240601,99999999,00000000
05,0010,,97,,97,定義テーブルにない手術,KKK1,,,,,,,,,0,20240601,99999999,00000000
05,0010,,01,,97,心腫瘍摘出術、心腔内粘液腫摘出術　単独のもの　胸腔鏡下によるもの,K5441ｲ,,,,,,,,,0,20240601,99999999,00000000
05,0010,,01,,97,心腫瘍摘出術、心腔内粘液腫摘出術　単独のもの　その他のもの,K5441ﾛ,,,,,,,,,0,20240601,99999999,00000000
05,0010,,01,,97,心腫瘍摘出術、心腔内粘液腫摘出術　冠動脈血行再建術（１吻合）を伴うもの,K5442,,,,,,,,,0,20240601,99999999,00000000
05,0010,,01,,97,心腫瘍摘出術、心腔内粘液腫摘出術　冠動脈血行再建術（２吻合以上）を伴うもの,K5443,,,,,,,,,0,20240601,99999999,00000000
05,0020,,99,,99,手術なし,KKK0,,,,,,,,,0,20240601,99999999,00000000
05,0020,,97,,97,定義テーブルにない手術,KKK1,,,,,,,,,0,20240601,99999999,00000000
05,0020,,01,,01,心腫瘍摘出術、心腔内粘液腫摘出術　単独のもの　胸腔鏡下によるもの,K5441ｲ,,,,,,,,,0,20240601,99999999,00000000
05,0020,,01,,01,心腫瘍摘出術、心腔内粘液腫摘出術　単独のもの　その他のもの,K5441ﾛ,,,,,,,,,0,20240601,99999999,00000000
05,0020,,01,,01,心腫瘍摘出術、心腔内粘液腫摘出術　冠動脈血行再建術（１吻合）を伴うもの,K5442,,,,,,,,,0,20240601,99999999,00000000
05,0020,,01,,01,心腫瘍摘出術、心腔内粘液腫摘出術　冠動脈血行再建術（２吻合以上）を伴うもの,K5443,,,,,,,,,0,20240601,99999999,00000000
05,0030,,99,,99,手術なし,KKK0,,,,,,,,,0,20240601,99999999,00000000
05,0030,,97,,97,定義テーブルにない手術,KKK1,,,,,,,,,0,20240601,99999999,00000000
05,0030,,06,,97,冠動脈形成術（血栓内膜摘除）　１箇所のもの,K5511,,,,,,,,,0,20240601,99999999,00000000
05,0030,,06,,97,冠動脈形成術（血栓内膜摘除）　２箇所以上のもの,K5512,,,,,,,,,0,20240601,99999999,00000000
05,0030,,05,,03,経皮的冠動脈形成術（特殊カテーテルによるもの）　エキシマレーザー血管形成用カテーテルによるもの,K5482,,,,,,,,,0,20240601,99999999,00000000
05,0030,,05,,03,経皮的冠動脈ステント留置術　急性心筋梗塞に対するもの,K5491,,,,,,,,,0,20240601,99999999,00000000
05,0030,,05,,03,経皮的冠動脈ステント留置術　不安定狭心症に対するもの,K5492,,,,,,,,,0,20240601,99999999,00000000
05,0030,,05,,03,経皮的冠動脈ステント留置術　その他のもの,K5493,,,,,,,,,0,20240601,99999999,00000000
05,0030,,05,,03,冠動脈内血栓溶解療法,K550,,,,,,,,,0,20240601,99999999,00000000
05,0030,,05,,03,経皮的冠動脈血栓吸引術,K550-2,,,,,,,,,0,20240601,99999999,00000000
05,0030,,04,,03,経皮的冠動脈形成術　急性心筋梗塞に対するもの,K5461,,,,,,,,,0,20240601,99999999,00000000
05,0030,,04,,03,経皮的冠動脈形成術　不安定狭心症に対するもの,K5462,,,,,,,,,0,20240601,99999999,00000000
05,0030,,04,,03,経皮的冠動脈形成術　その他のもの,K5463,,,,,,,,,0,20240601,99999999,00000000
05,0030,,04,,03,経皮的冠動脈粥腫切除術,K547,,,,,,,,,0,20240601,99999999,00000000
05,0030,,04,,03,経皮的冠動脈形成術（特殊カテーテルによるもの）　高速回転式経皮経管アテレクトミーカテーテルによるもの,K5481,,,,,,,,,0,20240601,99999999,00000000
05,0030,,04,,03,経皮的冠動脈形成術（特殊カテーテルによるもの）　アテローム切除アブレーション式血管形成術用カテーテルによるもの,K5483,,,,,,,,,0,20240601,99999999,00000000
05,0030,,03,,02,冠動脈、大動脈バイパス移植術（人工心肺を使用しないもの）　１吻合のもの,K552-21,,,,,,,,,0,20240601,99999999,00000000
05,0030,,03,,02,冠動脈、大動脈バイパス移植術（人工心肺を使用しないもの）　２吻合以上のもの,K552-22,,,,,,,,,0,20240601,99999999,00000000
05,0030,,02,,02,冠動脈、大動脈バイパス移植術　１吻合のもの,K5521,,,,,,,,,0,20240601,99999999,00000000
05,0030,,02,,02,冠動脈、大動脈バイパス移植術　２吻合以上のもの,K5522,,,,,,,,,0,20240601,99999999,00000000
05,0030,,01,,01,心室瘤切除術（梗塞切除を含む。）　単独のもの,K5531,,,,,,,,,0,20240601,99999999,00000000
05,0030,,01,,01,心室瘤切除術（梗塞切除を含む。）　冠動脈血行再建術（１吻合）を伴うもの,K5532,,,,,,,,,0,20240601,99999999,00000000
05,0030,,01,,01,左室形成術、心室中隔穿孔閉鎖術、左室自由壁破裂修復術　単独のもの,K553-21,,,,,,,,,0,20240601,99999999,00000000
05,0030,,01,,01,左室形成術、心室中隔穿孔閉鎖術、左室自由壁破裂修復術　冠動脈血行再建術（１吻合）を伴うもの,K553-22,,,,,,,,,0,20240601,99999999,00000000
05,0030,,01,,01,左室形成術、心室中隔穿孔閉鎖術、左室自由壁破裂修復術　冠動脈血行再建術（２吻合以上）を伴うもの,K553-23,,,,,,,,,0,20240601,99999999,00000000
05,0030,,01,,01,心室瘤切除術（梗塞切除を含む。）　冠動脈血行再建術（２吻合以上）を伴うもの,K5533,,,,,,,,,0,20240601,99999999,00000000
05,0030,,01,,01,弁形成術　１弁のもの,K5541,,,,,,,,,0,20240601,99999999,00000000
05,0030,,01,,01,弁置換術　１弁のもの,K5551,,,,,,,,,0,20240601,99999999,00000000
05,0050,,99,,99,手術なし,KKK0,,,,,,,,,0,20240601,99999999,00000000
05,0050,,97,,97,定義テーブルにない手術,KKK1,,,,,,,,,0,20240601,99999999,00000000
05,0050,,07,,02,経皮的冠動脈形成術（特殊カテーテルによるもの）　エキシマレーザー血管形成用カテーテルによるもの,K5482,,,,,,,,,0,20240601,99999999,00000000
05,0050,,06,,02,経皮的冠動脈形成術　急性心筋梗塞に対するもの,K5461,,,,,,,,,0,20240601,99999999,00000000
