MDCｺｰﾄﾞ,分類ｺｰﾄﾞ,名称,変更区分,有効期間,,更新日
14,0550,先天性嚢胞性腎疾患,0,20220401,99999999,00000000
14,056x,先天性水腎症、先天性上部尿路疾患,0,20220401,99999999,00000000
14,0580,先天性下部尿路疾患,0,20220401,99999999,00000000
14,0590,停留精巣,0,20220401,99999999,00000000
14,0600,女性性器の先天性異常,0,20220401,99999999,00000000
14,0620,その他の先天異常,0,20220401,99999999,00000000
15,0040,熱性けいれん,0,20220401,99999999,00000000
15,0070,川崎病,0,20220401,99999999,00000000
15,0100,虐待症候群,0,20220401,99999999,00000000
15,0110,染色体異常（ターナー症候群及びクラインフェルター症候群を除く。）,0,20220401,99999999,00000000
15,0120,脳性麻痺,0,20220401,99999999,00000000
16,0100,頭蓋・頭蓋内損傷,0,20220401,99999999,00000000
16,0200,顔面損傷（口腔、咽頭損傷を含む。）,0,20220401,99999999,00000000
16,0250,眼損傷,0,20220401,99999999,00000000
16,0300,喉頭・頸部気管損傷,0,20220401,99999999,00000000
16,0350,頸部損傷（喉頭・頸部気管損傷、頸椎頸髄損傷を除く。）,0,20220401,99999999,00000000
16,0400,胸郭・横隔膜損傷,0,20220401,99999999,00000000
16,0440,外耳・中耳損傷（異物を含む。）,0,20220401,99999999,00000000
16,0450,肺・胸部気管・気管支損傷,0,20220401,99999999,00000000
16,0480,心・大血管損傷,0,20220401,99999999,00000000
16,0500,食道・胃損傷,0,20220401,99999999,00000000
16,0510,肝・胆道・膵・脾損傷,0,20220401,99999999,00000000
16,054x,腸管損傷（胃以外）,0,20220401,99999999,00000000
16,0570,腹部血管損傷,0,20220401,99999999,00000000
16,0575,その他腹腔内臓器の損傷,0,20220401,99999999,00000000
16,0580,腹壁損傷,0,20220401,99999999,00000000
16,0590,四肢神経損傷,0,20220401,99999999,00000000
16,0600,四肢血管損傷,0,20220401,99999999,00000000
16,0610,四肢筋腱損傷,0,20220401,99999999,00000000
16,0620,肘、膝の外傷（スポーツ障害等を含む。）,0,20220401,99999999,00000000
16,0640,外傷性切断,0,20220401,99999999,00000000
16,0650,コンパートメント症候群,0,20220401,99999999,00000000
16,0660,皮下軟部損傷・挫滅損傷、開放創,0,20220401,99999999,00000000
16,0690,胸椎、腰椎以下骨折損傷（胸・腰髄損傷を含む。）,0,20220401,99999999,00000000
16,0700,鎖骨・肩甲骨の骨折,0,20220401,99999999,00000000
16,0710,鎖骨・肩甲骨の開放骨折,0,20220401,99999999,00000000
16,0720,肩関節周辺の骨折・脱臼,0,20220401,99999999,00000000
16,0730,肩関節周辺の開放骨折,0,20220401,99999999,00000000
16,0740,肘関節周辺の骨折・脱臼,0,20220401,99999999,00000000
16,0750,肘関節周辺の開放骨折,0,20220401,99999999,00000000
16,0760,前腕の骨折,0,20220401,99999999,00000000
16,0770,前腕の開放骨折,0,20220401,99999999,00000000
16,0780,手関節周辺の骨折・脱臼,0,20220401,99999999,00000000
16,0790,手関節周辺の開放骨折,0,20220401,99999999,00000000
16,0800,股関節・大腿近位の骨折,0,20220401,99999999,00000000
16,0810,股関節・大腿近位の開放骨折,0,20220401,99999999,00000000
16,0820,膝関節周辺の骨折・脱臼,0,20220401,99999999,00000000
16,0830,膝関節周辺の開放骨折,0,20220401,99999999,00000000
16,0835,下腿足関節周辺の骨折,0,20220401,99999999,00000000
16,0840,下腿足関節周辺の開放骨折,0,20220401,99999999,00000000
16,0850,足関節・足部の骨折・脱臼,0,20220401,99999999,00000000
16,0860,足関節・足部の開放骨折・開放脱臼,0,20220401,99999999,00000000
16,0870,頸椎頸髄損傷,0,20220401,99999999,00000000
16,0950,腎・尿管損傷,0,20220401,99999999,00000000
16,0960,膀胱・尿道損傷,0,20220401,99999999,00000000
16,0970,生殖器損傷,0,20220401,99999999,00000000
16,0980,骨盤損傷,0,20220401,99999999,00000000
16,0990,多部位外傷,0,20220401,99999999,00000000
16,0995,気道熱傷,0,20220401,99999999,00000000
16,1000,熱傷・化学熱傷・凍傷・電撃傷,0,20220401,99999999,00000000
16,1020,体温異常,0,20220401,99999999,00000000
16,1030,気圧による損傷,0,20220401,99999999,00000000
16,1040,損傷の続発性、後遺症,0,20220401,99999999,00000000
16,1060,詳細不明の損傷等,0,20220401,99999999,00000000
16,1070,薬物中毒（その他の中毒）,0,20220401,99999999,00000000
17,0010,アルコール依存症候群,0,20220401,99999999,00000000
17,0020,精神作用物質使用による精神及び行動の障害,0,20220401,99999999,00000000
17,0030,統合失調症，統合失調症型障害及び妄想性障害,0,20220401,99999999,00000000
17,0040,気分［感情］障害,0,20220401,99999999,00000000
17,0050,神経症性障害，ストレス関連障害及び身体表現性障害,0,20220401,99999999,00000000
17,0060,その他の精神及び行動の障害,0,20220401,99999999,00000000
18,0010,敗血症,0,20220401,99999999,00000000
18,0020,性感染症,0,20220401,99999999,00000000
18,0030,その他の感染症（真菌を除く。）,0,20220401,99999999,00000000
18,0035,その他の真菌感染症,0,20220401,99999999,00000000
18,0040,手術・処置等の合併症,0,20220401,99999999,00000000
18,0041,移植臓器及び組織の不全及び拒絶反応,0,20220401,99999999,00000000
18,0050,その他の悪性腫瘍,0,20220401,99999999,00000000
18,0060,その他の新生物,0,20220401,99999999,00000000
