MDCｺｰﾄﾞ,分類ｺｰﾄﾞ,対応ｺｰﾄﾞ,定義副傷病ﾌﾗｸﾞ,ICD名称,ICDｺｰﾄﾞ,変更区分,有効期間,,更新日
05,0050,1,3,血管透析カテーテルの機械的合併症,T824,0,20240601,99999999,00000000
05,0050,1,3,その他の心臓及び血管の人工器具及び挿入物の機械的合併症,T825,0,20240601,99999999,00000000
05,0050,1,3,人工心臓弁による感染症及び炎症性反応,T826,0,20240601,99999999,00000000
05,0050,1,3,その他の心臓及び血管の人工器具，挿入物及び移植片による感染症及び炎症性反応,T827,0,20240601,99999999,00000000
05,0050,1,3,心臓及び血管のプロステーシス，挿入物及び移植片のその他の明示された合併症,T828,0,20240601,99999999,00000000
05,0050,1,3,心臓及び血管のプロステーシス，挿入物及び移植片の詳細不明の合併症,T829,0,20240601,99999999,00000000
05,0050,1,3,尿路性器プロステーシス，挿入物及び移植片の合併症,T83$,0,20240601,99999999,00000000
05,0050,1,3,体内整形外科的プロステーシス，挿入物及び移植片の合併症,T84$,0,20240601,99999999,00000000
05,0050,1,3,脳室頭蓋内（交通性）シャントの機械的合併症,T850,0,20240601,99999999,00000000
05,0050,1,3,植え込み式神経系電気刺激装置の機械的合併症,T851,0,20240601,99999999,00000000
05,0050,1,3,その他の眼球プロステーシス，挿入物及び移植片の機械的合併症,T853,0,20240601,99999999,00000000
05,0050,1,3,乳房プロステーシス及び挿入物の機械的合併症,T854,0,20240601,99999999,00000000
05,0050,1,3,胃腸プロステーシス，挿入物及び移植片による機械的合併症,T855,0,20240601,99999999,00000000
05,0050,1,3,その他の明示された体内プロステーシス，挿入物及び移植片の機械的合併症,T856,0,20240601,99999999,00000000
05,0050,1,3,その他の体内プロステーシス，挿入物及び移植片による感染症及び炎症性反応,T857,0,20240601,99999999,00000000
05,0050,1,3,体内プロステーシス，挿入物及び移植片のその他の合併症，他に分類されないもの,T858,0,20240601,99999999,00000000
05,0050,1,3,体内プロステーシス，挿入物及び移植片の詳細不明の合併症,T859,0,20240601,99999999,00000000
05,0050,1,3,再接着及び切断に特有の合併症,T87$,0,20240601,99999999,00000000
05,0050,1,3,予防接種に続発する感染症,T880,0,20240601,99999999,00000000
05,0050,1,3,予防接種に続発するその他の合併症，他に分類されないもの,T881,0,20240601,99999999,00000000
05,0050,1,3,麻酔によるショック,T882,0,20240601,99999999,00000000
05,0050,1,3,麻酔による悪性高熱＜体温＞（症）,T883,0,20240601,99999999,00000000
05,0050,1,3,挿管の不成功又は困難,T884,0,20240601,99999999,00000000
05,0050,1,3,麻酔のその他の合併症,T885,0,20240601,99999999,00000000
05,0050,1,3,適正に投与された正しい薬物及び薬剤の有害作用によるアナフィラキシーショック,T886,0,20240601,99999999,00000000
05,0050,1,3,外科的及び内科的ケアのその他の明示された合併症，他に分類されないもの,T888,0,20240601,99999999,00000000
05,0050,1,3,外科的及び内科的ケアの合併症，詳細不明,T889,0,20240601,99999999,00000000
05,0060,1,2,呼吸不全，他に分類されないもの,J96$,0,20240601,99999999,00000000
05,0070,1,3,房室ブロック，第１度,I440,0,20240601,99999999,00000000
05,0070,1,3,房室ブロック，第２度,I441,0,20240601,99999999,00000000
05,0070,1,3,房室ブロック，完全,I442,0,20240601,99999999,00000000
05,0070,1,3,その他及び詳細不明の房室ブロック,I443,0,20240601,99999999,00000000
05,0070,1,3,左脚前枝ブロック,I444,0,20240601,99999999,00000000
05,0070,1,3,左脚後枝ブロック,I445,0,20240601,99999999,00000000
05,0070,1,3,その他及び詳細不明の分枝ブロック,I446,0,20240601,99999999,00000000
05,0070,1,3,左脚ブロック，詳細不明,I447,0,20240601,99999999,00000000
05,0070,1,3,右脚分枝ブロック,I450,0,20240601,99999999,00000000
05,0070,1,3,その他及び詳細不明の右脚ブロック,I451,0,20240601,99999999,00000000
05,0070,1,3,二束ブロック,I452,0,20240601,99999999,00000000
05,0070,1,3,三束ブロック,I453,0,20240601,99999999,00000000
05,0070,1,3,非特異性心室内ブロック,I454,0,20240601,99999999,00000000
05,0070,1,3,その他の明示された心ブロック,I455,0,20240601,99999999,00000000
05,0070,1,3,その他の明示された伝導障害,I458,0,20240601,99999999,00000000
05,0070,1,3,伝導障害，詳細不明,I459,0,20240601,99999999,00000000
05,0070,1,3,心停止,I46$,0,20240601,99999999,00000000
05,0070,1,3,洞不全症候群,I495,0,20240601,99999999,00000000
05,0070,1,3,心臓電子器具の機械的合併症,T821,0,20240601,99999999,00000000
05,0070,1,2,胸水，他に分類されないもの,J90,0,20240601,99999999,00000000
05,0070,1,2,他に分類される病態における胸水,J91,0,20240601,99999999,00000000
05,0070,1,2,胸膜斑＜プラーク＞,J92$,0,20240601,99999999,00000000
05,0070,1,2,線維胸,J941,0,20240601,99999999,00000000
05,0070,1,2,その他の明示された胸膜病態,J948,0,20240601,99999999,00000000
05,0070,1,2,胸膜病態，詳細不明,J949,0,20240601,99999999,00000000
05,0070,1,2,呼吸不全，他に分類されないもの,J96$,0,20240601,99999999,00000000
05,0080,1,1,胸水，他に分類されないもの,J90,0,20240601,99999999,00000000
05,0080,1,1,他に分類される病態における胸水,J91,0,20240601,99999999,00000000
05,0080,1,1,胸膜斑＜プラーク＞,J92$,0,20240601,99999999,00000000
05,0080,1,1,線維胸,J941,0,20240601,99999999,00000000
05,0080,1,1,その他の明示された胸膜病態,J948,0,20240601,99999999,00000000
05,0080,1,1,胸膜病態，詳細不明,J949,0,20240601,99999999,00000000
05,0130,1,3,サルモネラ敗血症,A021,0,20240601,99999999,00000000
05,0130,1,3,リステリア性敗血症,A327,0,20240601,99999999,00000000
05,0130,1,3,ウォーターハウス・フリーデリクセン＜Ｗａｔｅｒｈｏｕｓｅ－Ｆｒｉｄｅｒｉｃｈｓｅｎ＞症候群,A391,0,20240601,99999999,00000000
05,0130,1,3,慢性髄膜炎菌菌血症,A393,0,20240601,99999999,00000000
05,0130,1,3,髄膜炎菌性心疾患,A395,0,20240601,99999999,00000000
05,0130,1,3,連鎖球菌性敗血症,A40$,0,20240601,99999999,00000000
05,0130,1,3,その他の敗血症,A41$,0,20240601,99999999,00000000
05,0130,1,3,カンジダ性敗血症,B377,0,20240601,99999999,00000000
05,0130,1,3,播種性コクシジオイデス症,B387,0,20240601,99999999,00000000
05,0130,1,3,カプスラーツム播種性ヒストプラスマ症,B393,0,20240601,99999999,00000000
05,0130,1,3,播種性ブラストミセス症,B407,0,20240601,99999999,00000000
05,0130,1,3,播種性パラコクシジオイデス症,B417,0,20240601,99999999,00000000
05,0130,1,3,播種性スポロトリコーシス,B427,0,20240601,99999999,00000000
05,0130,1,3,播種性ムーコル＜ムコール＞症,B464,0,20240601,99999999,00000000
05,0140,1,2,胸水，他に分類されないもの,J90,0,20240601,99999999,00000000
05,0140,1,2,他に分類される病態における胸水,J91,0,20240601,99999999,00000000
05,0140,1,2,胸膜斑＜プラーク＞,J92$,0,20240601,99999999,00000000
05,0140,1,2,線維胸,J941,0,20240601,99999999,00000000
05,0140,1,2,その他の明示された胸膜病態,J948,0,20240601,99999999,00000000
05,0140,1,2,胸膜病態，詳細不明,J949,0,20240601,99999999,00000000
05,0170,1,1,下肢の潰瘍，他に分類されないもの,L97,0,20240601,99999999,00000000
05,0170,1,1,皮膚の慢性潰瘍，他に分類されないもの,L984,0,20240601,99999999,00000000
05,0170,1,1,皮膚及び皮下組織のその他の明示された障害,L988,0,20240601,99999999,00000000
05,0170,1,1,糖尿病性関節障害,M142,0,20240601,99999999,00000000
05,0180,1,3,心不全,I50$,0,20240601,99999999,00000000
05,0210,1,3,呼吸不全，他に分類されないもの,J96$,0,20240601,99999999,00000000
06,0010,1,3,百日咳菌による百日咳,A370,0,20240601,99999999,00000000
06,0010,1,3,その他のボルデテラ属菌種による百日咳,A378,0,20240601,99999999,00000000
06,0010,1,3,百日咳，詳細不明,A379,0,20240601,99999999,00000000
06,0010,1,3,レジオネラ症＜在郷軍人病＞,A481,0,20240601,99999999,00000000
06,0010,1,3,水痘肺炎,B012,0,20240601,99999999,00000000
06,0010,1,3,麻疹，肺炎を合併するもの,B052,0,20240601,99999999,00000000
06,0010,1,3,肺カンジダ症,B371,0,20240601,99999999,00000000
06,0010,1,3,ニューモシスチス症,B59,0,20240601,99999999,00000000
06,0010,1,3,肺炎連鎖球菌による肺炎,J13,0,20240601,99999999,00000000
06,0010,1,3,インフルエンザ菌による肺炎,J14,0,20240601,99999999,00000000
06,0010,1,3,細菌性肺炎，他に分類されないもの,J15$,0,20240601,99999999,00000000
06,0010,1,3,その他の感染病原体による肺炎，他に分類されないもの,J16$,0,20240601,99999999,00000000
06,0010,1,3,他に分類される疾患における肺炎,J17$,0,20240601,99999999,00000000
06,0010,1,3,肺炎，病原体不詳,J18$,0,20240601,99999999,00000000
06,0010,1,3,固形物及び液状物による肺臓炎,J69$,0,20240601,99999999,00000000
06,0010,1,1,無顆粒球症,D70,0,20240601,99999999,00000000
06,0010,1,1,白血球の遺伝性異常,D720,0,20240601,99999999,00000000
06,0010,1,1,好酸球増加症,D721,0,20240601,99999999,00000000
06,0010,1,1,その他の明示された白血球の障害,D728,0,20240601,99999999,00000000
06,0010,1,1,白血球の障害，詳細不明,D729,0,20240601,99999999,00000000
06,0030,1,3,麻痺性イレウス,K560,0,20240601,99999999,00000000
06,0030,1,3,軸捻（転）,K562,0,20240601,99999999,00000000
06,0030,1,3,胆石性イレウス,K563,0,20240601,99999999,00000000
06,0030,1,3,その他の腸管かん＜嵌＞頓,K564,0,20240601,99999999,00000000
06,0030,1,3,閉塞を伴う腸癒着［索条物］,K565,0,20240601,99999999,00000000
06,0030,1,3,その他及び詳細不明の腸閉塞,K566,0,20240601,99999999,00000000
06,0030,1,3,イレウス，詳細不明,K567,0,20240601,99999999,00000000
06,0030,1,3,術後腸閉塞,K913,0,20240601,99999999,00000000
06,0030,1,2,無顆粒球症,D70,0,20240601,99999999,00000000
06,0030,1,2,白血球の遺伝性異常,D720,0,20240601,99999999,00000000
06,0030,1,2,好酸球増加症,D721,0,20240601,99999999,00000000
06,0030,1,2,その他の明示された白血球の障害,D728,0,20240601,99999999,00000000
06,0030,1,2,白血球の障害，詳細不明,D729,0,20240601,99999999,00000000
06,0035,1,3,麻痺性イレウス,K560,0,20240601,99999999,00000000
06,0035,1,3,軸捻（転）,K562,0,20240601,99999999,00000000
06,0035,1,3,胆石性イレウス,K563,0,20240601,99999999,00000000
06,0035,1,3,その他の腸管かん＜嵌＞頓,K564,0,20240601,99999999,00000000
06,0035,1,3,閉塞を伴う腸癒着［索条物］,K565,0,20240601,99999999,00000000
06,0035,1,3,その他及び詳細不明の腸閉塞,K566,0,20240601,99999999,00000000
06,0035,1,3,イレウス，詳細不明,K567,0,20240601,99999999,00000000
06,0035,1,3,術後腸閉塞,K913,0,20240601,99999999,00000000
06,0040,1,2,（四）肢の骨及び関節軟骨の悪性新生物＜腫瘍＞，肩甲骨及び上肢の長骨,C400,0,20240601,99999999,00000000
06,0040,1,2,（四）肢の骨及び関節軟骨の悪性新生物＜腫瘍＞，上肢の短骨,C401,0,20240601,99999999,00000000
06,0040,1,2,（四）肢の骨及び関節軟骨の悪性新生物＜腫瘍＞，下肢の長骨,C402,0,20240601,99999999,00000000
06,0040,1,2,（四）肢の骨及び関節軟骨の悪性新生物＜腫瘍＞，下肢の短骨,C403,0,20240601,99999999,00000000
06,0040,1,2,（四）肢の骨及び関節軟骨の悪性新生物＜腫瘍＞，（四）肢の骨及び関節軟骨の境界部病巣,C408,0,20240601,99999999,00000000
06,0040,1,2,（四）肢の骨及び関節軟骨の悪性新生物＜腫瘍＞，（四）肢の骨及び関節軟骨，部位不明,C409,0,20240601,99999999,00000000
06,0040,1,2,その他及び部位不明の骨及び関節軟骨の悪性新生物＜腫瘍＞，肋骨，胸骨及び鎖骨,C413,0,20240601,99999999,00000000
06,0040,1,2,その他及び部位不明の骨及び関節軟骨の悪性新生物＜腫瘍＞，骨及び関節軟骨の境界部病巣,C418,0,20240601,99999999,00000000
06,0040,1,2,その他及び部位不明の骨及び関節軟骨の悪性新生物＜腫瘍＞，骨及び関節軟骨，部位不明,C419,0,20240601,99999999,00000000
06,0040,1,2,骨及び骨髄の続発性悪性新生物＜腫瘍＞,C795,0,20240601,99999999,00000000
06,0040,1,1,麻痺性イレウス,K560,0,20240601,99999999,00000000
06,0040,1,1,軸捻（転）,K562,0,20240601,99999999,00000000
06,0040,1,1,胆石性イレウス,K563,0,20240601,99999999,00000000
06,0040,1,1,その他の腸管かん＜嵌＞頓,K564,0,20240601,99999999,00000000
06,0040,1,1,閉塞を伴う腸癒着［索条物］,K565,0,20240601,99999999,00000000
06,0040,1,1,その他及び詳細不明の腸閉塞,K566,0,20240601,99999999,00000000
06,0040,1,1,イレウス，詳細不明,K567,0,20240601,99999999,00000000
06,0040,1,1,術後腸閉塞,K913,0,20240601,99999999,00000000
06,0050,1,2,胸水，他に分類されないもの,J90,0,20240601,99999999,00000000
06,0050,1,2,他に分類される病態における胸水,J91,0,20240601,99999999,00000000
06,0050,1,2,胸膜斑＜プラーク＞,J92$,0,20240601,99999999,00000000
06,0050,1,2,線維胸,J941,0,20240601,99999999,00000000
06,0050,1,2,その他の明示された胸膜病態,J948,0,20240601,99999999,00000000
06,0050,1,2,胸膜病態，詳細不明,J949,0,20240601,99999999,00000000
06,0060,1,2,胸水，他に分類されないもの,J90,0,20240601,99999999,00000000
06,0060,1,2,他に分類される病態における胸水,J91,0,20240601,99999999,00000000
06,0060,1,2,胸膜斑＜プラーク＞,J92$,0,20240601,99999999,00000000
06,0060,1,2,線維胸,J941,0,20240601,99999999,00000000
06,0060,1,2,その他の明示された胸膜病態,J948,0,20240601,99999999,00000000
06,0060,1,2,胸膜病態，詳細不明,J949,0,20240601,99999999,00000000
06,0141,1,3,サルモネラ敗血症,A021,0,20240601,99999999,00000000
06,0141,1,3,リステリア性敗血症,A327,0,20240601,99999999,00000000
06,0141,1,3,ウォーターハウス・フリーデリクセン＜Ｗａｔｅｒｈｏｕｓｅ－Ｆｒｉｄｅｒｉｃｈｓｅｎ＞症候群,A391,0,20240601,99999999,00000000
06,0141,1,3,慢性髄膜炎菌菌血症,A393,0,20240601,99999999,00000000
06,0141,1,3,髄膜炎菌性心疾患,A395,0,20240601,99999999,00000000
06,0141,1,3,連鎖球菌性敗血症,A40$,0,20240601,99999999,00000000
06,0141,1,3,その他の敗血症,A41$,0,20240601,99999999,00000000
06,0141,1,3,カンジダ性敗血症,B377,0,20240601,99999999,00000000
06,0141,1,3,播種性コクシジオイデス症,B387,0,20240601,99999999,00000000
06,0141,1,3,カプスラーツム播種性ヒストプラスマ症,B393,0,20240601,99999999,00000000
06,0141,1,3,播種性ブラストミセス症,B407,0,20240601,99999999,00000000
06,0141,1,3,播種性パラコクシジオイデス症,B417,0,20240601,99999999,00000000
06,0141,1,3,播種性スポロトリコーシス,B427,0,20240601,99999999,00000000
06,0141,1,3,播種性ムーコル＜ムコール＞症,B464,0,20240601,99999999,00000000
06,0150,1,3,腸，腹膜及び腸間膜リンパ節の結核,A183,0,20240601,99999999,00000000
06,0150,1,3,穿孔及び膿瘍を伴う小腸の憩室性疾患,K570,0,20240601,99999999,00000000
06,0150,1,3,穿孔及び膿瘍を伴う大腸の憩室性疾患,K572,0,20240601,99999999,00000000
06,0150,1,3,穿孔及び膿瘍を伴う小腸及び大腸両者の憩室性疾患,K574,0,20240601,99999999,00000000
06,0150,1,3,腸の憩室性疾患，部位不明，穿孔及び膿瘍を伴うもの,K578,0,20240601,99999999,00000000
06,0150,1,3,腸膿瘍,K630,0,20240601,99999999,00000000
06,0150,1,3,腸穿孔（非外傷性）,K631,0,20240601,99999999,00000000
06,0150,1,3,腸瘻（孔）,K632,0,20240601,99999999,00000000
06,0150,1,3,腹膜炎,K65$,0,20240601,99999999,00000000
06,0150,1,3,他に分類される感染症における腹膜の障害,K67$,0,20240601,99999999,00000000
06,0170,1,3,麻痺性イレウス,K560,0,20240601,99999999,00000000
06,0170,1,3,軸捻（転）,K562,0,20240601,99999999,00000000
06,0170,1,3,胆石性イレウス,K563,0,20240601,99999999,00000000
06,0170,1,3,その他の腸管かん＜嵌＞頓,K564,0,20240601,99999999,00000000
06,0170,1,3,閉塞を伴う腸癒着［索条物］,K565,0,20240601,99999999,00000000
06,0170,1,3,その他及び詳細不明の腸閉塞,K566,0,20240601,99999999,00000000
06,0170,1,3,イレウス，詳細不明,K567,0,20240601,99999999,00000000
06,0170,1,3,術後腸閉塞,K913,0,20240601,99999999,00000000
06,0180,1,3,腸，腹膜及び腸間膜リンパ節の結核,A183,0,20240601,99999999,00000000
06,0180,1,3,穿孔及び膿瘍を伴う小腸の憩室性疾患,K570,0,20240601,99999999,00000000
06,0180,1,3,穿孔及び膿瘍を伴う大腸の憩室性疾患,K572,0,20240601,99999999,00000000
06,0180,1,3,穿孔及び膿瘍を伴う小腸及び大腸両者の憩室性疾患,K574,0,20240601,99999999,00000000
06,0180,1,3,腸の憩室性疾患，部位不明，穿孔及び膿瘍を伴うもの,K578,0,20240601,99999999,00000000
06,0180,1,3,腸膿瘍,K630,0,20240601,99999999,00000000
06,0180,1,3,腸穿孔（非外傷性）,K631,0,20240601,99999999,00000000
06,0180,1,3,腸瘻（孔）,K632,0,20240601,99999999,00000000
06,0180,1,3,腹膜炎,K65$,0,20240601,99999999,00000000
06,0180,1,3,他に分類される感染症における腹膜の障害,K67$,0,20240601,99999999,00000000
06,0190,1,3,サルモネラ敗血症,A021,0,20240601,99999999,00000000
06,0190,1,3,リステリア性敗血症,A327,0,20240601,99999999,00000000
06,0190,1,3,ウォーターハウス・フリーデリクセン＜Ｗａｔｅｒｈｏｕｓｅ－Ｆｒｉｄｅｒｉｃｈｓｅｎ＞症候群,A391,0,20240601,99999999,00000000
06,0190,1,3,慢性髄膜炎菌菌血症,A393,0,20240601,99999999,00000000
06,0190,1,3,髄膜炎菌性心疾患,A395,0,20240601,99999999,00000000
06,0190,1,3,連鎖球菌性敗血症,A40$,0,20240601,99999999,00000000
06,0190,1,3,その他の敗血症,A41$,0,20240601,99999999,00000000
06,0190,1,3,カンジダ性敗血症,B377,0,20240601,99999999,00000000
06,0190,1,3,播種性コクシジオイデス症,B387,0,20240601,99999999,00000000
06,0190,1,3,カプスラーツム播種性ヒストプラスマ症,B393,0,20240601,99999999,00000000
06,0190,1,3,播種性ブラストミセス症,B407,0,20240601,99999999,00000000
06,0190,1,3,播種性パラコクシジオイデス症,B417,0,20240601,99999999,00000000
06,0190,1,3,播種性スポロトリコーシス,B427,0,20240601,99999999,00000000
06,0190,1,3,播種性ムーコル＜ムコール＞症,B464,0,20240601,99999999,00000000
06,0210,1,2,固形物及び液状物による肺臓炎,J69$,0,20240601,99999999,00000000
06,0270,1,3,血小板機能異常症,D691,0,20240601,99999999,00000000
06,0270,1,3,その他の血小板非減少性紫斑病,D692,0,20240601,99999999,00000000
06,0270,1,3,特発性血小板減少性紫斑病,D693,0,20240601,99999999,00000000
06,0270,1,3,その他の原発性血小板減少症,D694,0,20240601,99999999,00000000
06,0270,1,3,続発性血小板減少症,D695,0,20240601,99999999,00000000
06,0270,1,3,血小板減少症，詳細不明,D696,0,20240601,99999999,00000000
06,0270,1,3,その他の明示された出血性病態,D698,0,20240601,99999999,00000000
06,0270,1,3,出血性病態，詳細不明,D699,0,20240601,99999999,00000000
06,0290,1,2,急性Ａ型肝炎，肝性昏睡を伴うもの,B150,0,20240601,99999999,00000000
06,0290,1,2,急性Ａ型肝炎，肝性昏睡を伴わないもの,B159,0,20240601,99999999,00000000
06,0290,1,2,急性Ｂ型肝炎，デルタ因子（重複感染）及び肝性昏睡を伴うもの,B160,0,20240601,99999999,00000000
06,0290,1,2,急性Ｂ型肝炎，デルタ因子（重複感染）を伴い，肝性昏睡を伴わないもの,B161,0,20240601,99999999,00000000
06,0290,1,2,急性Ｂ型肝炎，デルタ因子を伴わず，肝性昏睡を伴うもの,B162,0,20240601,99999999,00000000
06,0290,1,2,急性Ｂ型肝炎，デルタ因子及び肝性昏睡を伴わないもの,B169,0,20240601,99999999,00000000
06,0290,1,2,Ｂ型肝炎キャリア＜病原体保有者＞の急性デルタ（重）感染症,B170,0,20240601,99999999,00000000
06,0290,1,2,急性Ｃ型肝炎,B171,0,20240601,99999999,00000000
06,0290,1,2,急性Ｅ型肝炎,B172,0,20240601,99999999,00000000
06,0290,1,2,その他の明示された急性ウイルス性肝炎,B178,0,20240601,99999999,00000000
06,0290,1,2,急性ウイルス性肝炎，詳細不明,B179,0,20240601,99999999,00000000
06,0290,1,2,詳細不明のウイルス性肝炎,B19$,0,20240601,99999999,00000000
06,0290,1,2,サイトメガロウイルス（性）肝炎,B251,0,20240601,99999999,00000000
06,0290,1,2,胆汁うっ滞を伴う中毒性肝疾患,K710,0,20240601,99999999,00000000
06,0290,1,2,肝え＜壊＞死を伴う中毒性肝疾患,K711,0,20240601,99999999,00000000
06,0290,1,2,急性肝炎を伴う中毒性肝疾患,K712,0,20240601,99999999,00000000
06,0290,1,2,中毒性肝疾患，詳細不明,K719,0,20240601,99999999,00000000
06,0290,1,2,急性及び亜急性肝不全,K720,0,20240601,99999999,00000000
06,0290,1,2,中心性出血性肝え＜壊＞死,K762,0,20240601,99999999,00000000
06,0290,1,2,肝梗塞,K763,0,20240601,99999999,00000000
06,0310,1,3,播種性血管内凝固症候群［脱線維素症候群］,D65,0,20240601,99999999,00000000
06,0340,1,3,サルモネラ敗血症,A021,0,20240601,99999999,00000000
06,0340,1,3,リステリア性敗血症,A327,0,20240601,99999999,00000000
06,0340,1,3,ウォーターハウス・フリーデリクセン＜Ｗａｔｅｒｈｏｕｓｅ－Ｆｒｉｄｅｒｉｃｈｓｅｎ＞症候群,A391,0,20240601,99999999,00000000
06,0340,1,3,慢性髄膜炎菌菌血症,A393,0,20240601,99999999,00000000
06,0340,1,3,髄膜炎菌性心疾患,A395,0,20240601,99999999,00000000
06,0340,1,3,連鎖球菌性敗血症,A40$,0,20240601,99999999,00000000
06,0340,1,3,その他の敗血症,A41$,0,20240601,99999999,00000000
06,0340,1,3,カンジダ性敗血症,B377,0,20240601,99999999,00000000
06,0340,1,3,播種性コクシジオイデス症,B387,0,20240601,99999999,00000000
06,0340,1,3,カプスラーツム播種性ヒストプラスマ症,B393,0,20240601,99999999,00000000
06,0340,1,3,播種性ブラストミセス症,B407,0,20240601,99999999,00000000
06,0340,1,3,播種性パラコクシジオイデス症,B417,0,20240601,99999999,00000000
06,0340,1,3,播種性スポロトリコーシス,B427,0,20240601,99999999,00000000
06,0340,1,3,播種性ムーコル＜ムコール＞症,B464,0,20240601,99999999,00000000
07,0080,1,3,丹毒,A46,0,20240601,99999999,00000000
07,0080,1,3,ブドウ球菌性熱傷様皮膚症候群＜ＳＳＳＳ＞,L00,0,20240601,99999999,00000000
07,0080,1,3,膿か＜痂＞疹,L01$,0,20240601,99999999,00000000
07,0080,1,3,皮膚膿瘍，せつ＜フルンケル＞及びよう＜カルブンケル＞,L02$,0,20240601,99999999,00000000
07,0080,1,3,蜂巣炎＜蜂窩織炎＞,L03$,0,20240601,99999999,00000000
07,0080,1,3,毛巣のう＜嚢＞胞,L05$,0,20240601,99999999,00000000
07,0080,1,3,皮膚及び皮下組織のその他の局所感染症,L08$,0,20240601,99999999,00000000
07,0085,1,3,丹毒,A46,0,20240601,99999999,00000000
07,0085,1,3,ブドウ球菌性熱傷様皮膚症候群＜ＳＳＳＳ＞,L00,0,20240601,99999999,00000000
07,0085,1,3,膿か＜痂＞疹,L01$,0,20240601,99999999,00000000
07,0085,1,3,皮膚膿瘍，せつ＜フルンケル＞及びよう＜カルブンケル＞,L02$,0,20240601,99999999,00000000
07,0085,1,3,蜂巣炎＜蜂窩織炎＞,L03$,0,20240601,99999999,00000000
07,0085,1,3,毛巣のう＜嚢＞胞,L05$,0,20240601,99999999,00000000
07,0085,1,3,皮膚及び皮下組織のその他の局所感染症,L08$,0,20240601,99999999,00000000
07,0180,1,2,閉経後骨粗しょう＜鬆＞症＜オステオポローシス＞，病的骨折を伴うもの,M800$,0,20240601,99999999,00000000
07,0180,1,2,卵巣摘出（術）後骨粗しょう＜鬆＞症＜オステオポローシス＞，病的骨折を伴うもの,M801$,0,20240601,99999999,00000000
07,0180,1,2,廃用性骨粗しょう＜鬆＞症＜オステオポローシス＞，病的骨折を伴うもの,M802$,0,20240601,99999999,00000000
07,0180,1,2,術後吸収不良性骨粗しょう＜鬆＞症＜オステオポローシス＞，病的骨折を伴うもの,M803$,0,20240601,99999999,00000000
07,0180,1,2,薬物誘発性骨粗しょう＜鬆＞症＜オステオポローシス＞，病的骨折を伴うもの,M804$,0,20240601,99999999,00000000
07,0180,1,2,特発性骨粗しょう＜鬆＞症＜オステオポローシス＞，病的骨折を伴うもの,M805$,0,20240601,99999999,00000000
07,0180,1,2,その他の骨粗しょう＜鬆＞症＜オステオポローシス＞，病的骨折を伴うもの,M808$,0,20240601,99999999,00000000
07,0180,1,2,詳細不明の骨粗しょう＜鬆＞症＜オステオポローシス＞，病的骨折を伴うもの,M809$,0,20240601,99999999,00000000
07,0180,1,2,閉経後骨粗しょう＜鬆＞症＜オステオポローシス＞,M810$,0,20240601,99999999,00000000
07,0180,1,2,卵巣摘出（術）後骨粗しょう＜鬆＞症＜オステオポローシス＞,M811$,0,20240601,99999999,00000000
07,0180,1,2,廃用性骨粗しょう＜鬆＞症＜オステオポローシス＞,M812$,0,20240601,99999999,00000000
07,0180,1,2,術後吸収不良性骨粗しょう＜鬆＞症＜オステオポローシス＞,M813$,0,20240601,99999999,00000000
07,0180,1,2,薬物誘発性骨粗しょう＜鬆＞症＜オステオポローシス＞,M814$,0,20240601,99999999,00000000
07,0180,1,2,特発性骨粗しょう＜鬆＞症＜オステオポローシス＞,M815$,0,20240601,99999999,00000000
07,0180,1,2,限局性骨粗しょう＜鬆＞症＜オステオポローシス＞,M816$,0,20240601,99999999,00000000
07,0180,1,2,その他の骨粗しょう＜鬆＞症＜オステオポローシス＞,M818$,0,20240601,99999999,00000000
07,0180,1,2,骨粗しょう＜鬆＞症＜オステオポローシス＞，詳細不明,M819$,0,20240601,99999999,00000000
07,0180,1,2,多発性骨髄腫症における骨粗しょう＜鬆＞症＜オステオポローシス＞,M820$,0,20240601,99999999,00000000
07,0180,1,2,内分泌障害における骨粗しょう＜鬆＞症＜オステオポローシス＞,M821$,0,20240601,99999999,00000000
07,0180,1,2,他に分類されるその他の疾患における骨粗しょう＜鬆＞症＜オステオポローシス＞,M828$,0,20240601,99999999,00000000
07,0180,1,2,骨格フッ素（沈着）症,M851$,0,20240601,99999999,00000000
07,034x,1,2,尿路性器のクラミジア感染症，詳細不明,A562,0,20240601,99999999,00000000
07,034x,1,2,馬尾症候群,G834,0,20240601,99999999,00000000
07,034x,1,2,膀胱尿管逆流性尿路疾患,N137,0,20240601,99999999,00000000
07,034x,1,2,その他の閉塞性尿路疾患及び逆流性尿路疾患,N138,0,20240601,99999999,00000000
07,034x,1,2,閉塞性尿路疾患及び逆流性尿路疾患，詳細不明,N139,0,20240601,99999999,00000000
07,034x,1,2,下部尿路結石,N21$,0,20240601,99999999,00000000
07,034x,1,2,膀胱炎,N30$,0,20240601,99999999,00000000
07,034x,1,2,神経因性膀胱（機能障害），他に分類されないもの,N31$,0,20240601,99999999,00000000
07,034x,1,2,その他の明示された膀胱障害,N328,0,20240601,99999999,00000000
07,034x,1,2,尿道炎及び尿道症候群,N34$,0,20240601,99999999,00000000
07,034x,1,2,尿道狭窄,N35$,0,20240601,99999999,00000000
07,034x,1,2,尿道粘膜脱,N363,0,20240601,99999999,00000000
07,034x,1,2,緊張性＜腹圧性＞尿失禁,N393,0,20240601,99999999,00000000
