MDCｺｰﾄﾞ,分類ｺｰﾄﾞ,対応ｺｰﾄﾞ,処置2ﾌﾗｸﾞ,処置等(1),,処置等(2),,変更区分,有効期間,,更新日
05,0080,1,3,中心静脈注射,G005,,,0,20220401,99999999,00000000
05,0080,1,2,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
05,0080,1,2,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
05,0080,1,2,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
05,0080,1,2,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
05,0090,2,4,持続緩徐式血液濾過,J038-2,,,0,20220401,99999999,00000000
05,0090,2,4,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
05,0090,1,3,中心静脈注射,G005,,,0,20220401,99999999,00000000
05,0090,1,2,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
05,0090,1,2,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
05,0090,1,2,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
05,0090,1,2,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
05,0100,1,4,持続緩徐式血液濾過,J038-2,,,0,20220401,99999999,00000000
05,0100,1,4,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
05,0100,1,3,中心静脈注射,G005,,,0,20220401,99999999,00000000
05,0100,1,2,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
05,0100,1,2,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
05,0100,1,2,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
05,0100,1,2,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
05,0110,1,4,持続緩徐式血液濾過,J038-2,,,0,20220401,99999999,00000000
05,0110,1,4,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
05,0110,1,3,中心静脈注射,G005,,,0,20220401,99999999,00000000
05,0110,1,2,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
05,0110,1,2,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
05,0110,1,2,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
05,0110,1,2,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
05,0120,1,4,持続緩徐式血液濾過,J038-2,,,0,20220401,99999999,00000000
05,0120,1,4,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
05,0120,1,3,中心静脈注射,G005,,,0,20220401,99999999,00000000
05,0120,1,2,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
05,0120,1,2,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
05,0120,1,2,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
05,0120,1,2,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
05,0130,2,6,シンチグラム（画像を伴うもの）　部分（静態）（一連につき）,E1001,,,0,20220401,99999999,00000000
05,0130,2,6,シンチグラム（画像を伴うもの）　部分（動態）（一連につき）,E1002,,,0,20220401,99999999,00000000
05,0130,2,6,シンチグラム（画像を伴うもの）　全身（一連につき）,E1003,,,0,20220401,99999999,00000000
05,0130,2,6,ＳＰＥＣＴ,E101,,,0,20220401,99999999,00000000
05,0130,2,5,持続緩徐式血液濾過,J038-2,,,0,20220401,99999999,00000000
05,0130,2,5,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
05,0130,2,4,中心静脈注射,G005,,,0,20220401,99999999,00000000
05,0130,1,3,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
05,0130,1,3,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
05,0130,1,3,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
05,0130,1,3,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
05,0130,0,2,心大血管疾患リハビリテーション料　心大血管疾患リハビリテーション料（１）（１単位）,H0001,,,0,20220401,99999999,00000000
05,0130,0,2,心大血管疾患リハビリテーション料　心大血管疾患リハビリテーション料（２）（１単位）,H0002,,,0,20220401,99999999,00000000
05,0130,0,1,間歇的陽圧吸入法,J026,,,0,20220401,99999999,00000000
05,0140,2,4,持続緩徐式血液濾過,J038-2,,,0,20220401,99999999,00000000
05,0140,2,4,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
05,0140,2,3,中心静脈注射,G005,,,0,20220401,99999999,00000000
05,0140,1,2,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
05,0140,1,2,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
05,0140,1,2,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
05,0140,1,2,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
05,0161,2,4,持続緩徐式血液濾過,J038-2,,,0,20220401,99999999,00000000
05,0161,2,4,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
05,0161,1,3,中心静脈注射,G005,,,0,20220401,99999999,00000000
05,0161,1,2,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
05,0161,1,2,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
05,0161,1,2,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
05,0161,1,2,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
05,0162,2,4,持続緩徐式血液濾過,J038-2,,,0,20220401,99999999,00000000
05,0162,2,4,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
05,0162,1,3,中心静脈注射,G005,,,0,20220401,99999999,00000000
05,0162,1,2,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
05,0162,1,2,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
05,0162,1,2,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
05,0162,1,2,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
05,0163,2,4,持続緩徐式血液濾過,J038-2,,,0,20220401,99999999,00000000
05,0163,2,4,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
05,0163,1,3,中心静脈注射,G005,,,0,20220401,99999999,00000000
05,0163,1,2,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
05,0163,1,2,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
05,0163,1,2,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
05,0163,1,2,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
05,0170,2,5,ベペルミノゲン　ペルプラスミド,0297,,,0,20220401,99999999,00000000
05,0170,1,4,持続緩徐式血液濾過,J038-2,,,0,20220401,99999999,00000000
05,0170,1,4,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
05,0170,1,4,血漿交換療法,J039,,,0,20220401,99999999,00000000
05,0170,1,3,中心静脈注射,G005,,,0,20220401,99999999,00000000
05,0170,1,2,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
05,0170,1,2,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
05,0170,1,2,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
05,0170,1,2,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
05,0170,0,1,心大血管疾患リハビリテーション料　心大血管疾患リハビリテーション料（１）（１単位）,H0001,,,0,20220401,99999999,00000000
05,0170,0,1,心大血管疾患リハビリテーション料　心大血管疾患リハビリテーション料（２）（１単位）,H0002,,,0,20220401,99999999,00000000
05,0180,1,4,持続緩徐式血液濾過,J038-2,,,0,20220401,99999999,00000000
05,0180,1,4,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
05,0180,1,3,中心静脈注射,G005,,,0,20220401,99999999,00000000
05,0180,1,2,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
05,0180,1,2,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
05,0180,1,2,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
05,0180,1,2,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
05,0190,3,9,ｔＰＡ,0022,,,0,20220401,99999999,00000000
05,0190,2,6,シンチグラム（画像を伴うもの）　部分（静態）（一連につき）,E1001,,,0,20220401,99999999,00000000
05,0190,2,6,シンチグラム（画像を伴うもの）　部分（動態）（一連につき）,E1002,,,0,20220401,99999999,00000000
05,0190,2,6,シンチグラム（画像を伴うもの）　全身（一連につき）,E1003,,,0,20220401,99999999,00000000
05,0190,2,6,ＳＰＥＣＴ,E101,,,0,20220401,99999999,00000000
05,0190,1,4,持続緩徐式血液濾過,J038-2,,,0,20220401,99999999,00000000
05,0190,1,4,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
05,0190,1,3,中心静脈注射,G005,,,0,20220401,99999999,00000000
05,0190,1,2,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
05,0190,1,2,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
05,0190,1,2,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
05,0190,1,2,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
05,0200,1,4,持続緩徐式血液濾過,J038-2,,,0,20220401,99999999,00000000
05,0200,1,4,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
05,0200,1,3,中心静脈注射,G005,,,0,20220401,99999999,00000000
05,0200,1,2,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
05,0200,1,2,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
05,0200,1,2,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
05,0200,1,2,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
05,0210,2,4,持続緩徐式血液濾過,J038-2,,,0,20220401,99999999,00000000
05,0210,2,4,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
05,0210,2,3,中心静脈注射,G005,,,0,20220401,99999999,00000000
05,0210,1,2,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
05,0210,1,2,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
05,0210,1,2,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
05,0210,1,2,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
05,0340,1,4,持続緩徐式血液濾過,J038-2,,,0,20220401,99999999,00000000
05,0340,1,4,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
05,0340,1,3,中心静脈注射,G005,,,0,20220401,99999999,00000000
05,0340,1,2,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
05,0340,1,2,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
05,0340,1,2,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
05,0340,1,2,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
06,0010,5,9,ニボルマブ,0153,,,0,20220401,99999999,00000000
06,0010,5,9,ペムブロリズマブ,0204,,,0,20220401,99999999,00000000
06,0010,5,9,アベルマブ,0212,,,0,20220401,99999999,00000000
06,0010,4,8,化学療法ありかつ放射線療法なし,0046,,,0,20220401,99999999,00000000
06,0010,3,7,化学療法ありかつ放射線療法あり,0047,,,0,20220401,99999999,00000000
06,0010,2,6,化学療法なしかつ放射線療法あり,0048,,,0,20220401,99999999,00000000
06,0010,1,3,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
06,0010,1,2,鼻腔栄養,J120,,,0,20220401,99999999,00000000
06,0010,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
06,0010,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
06,0010,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
06,0010,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
06,0020,9,14,ニボルマブ,0153,,,0,20220401,99999999,00000000
06,0020,9,14,ペムブロリズマブ,0204,,,0,20220401,99999999,00000000
06,0020,9,14,ゾルベツキシマブ,0348,,,3,20240522,99999999,20240522
06,0020,8,13,トラスツズマブ　デルクステカン,0272,,,0,20220401,99999999,00000000
06,0020,7,12,ラムシルマブ,0155,,,0,20220401,99999999,00000000
06,0020,6,11,トラスツズマブ,0036,,,0,20220401,99999999,00000000
06,0020,5,10,オキサリプラチン,0156,,,0,20220401,99999999,00000000
06,0020,4,9,ドセタキセル,0134,,,0,20220401,99999999,00000000
06,0020,4,9,パクリタキセル,0135,,,0,20220401,99999999,00000000
06,0020,3,8,化学療法ありかつ放射線療法なし,0046,,,0,20220401,99999999,00000000
06,0020,2,6,放射線療法,0008,,,0,20220401,99999999,00000000
06,0020,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
06,0020,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
06,0020,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
06,0020,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
06,0020,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
06,0030,6,11,ペムブロリズマブ,0204,,,0,20220401,99999999,00000000
06,0030,5,10,トラベクテジン,0223,,,0,20220401,99999999,00000000
06,0030,4,9,カルボプラチン＋パクリタキセルあり,0054,,,0,20220401,99999999,00000000
06,0030,4,9,カルボプラチン＋ドセタキセルあり,0069,,,0,20220401,99999999,00000000
06,0030,3,8,化学療法ありかつ放射線療法なし,0046,,,0,20220401,99999999,00000000
06,0030,2,6,放射線療法,0008,,,0,20220401,99999999,00000000
06,0030,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
06,0030,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
06,0030,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
06,0030,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
06,0030,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
06,0035,9,12,ニボルマブ,0153,,,0,20220401,99999999,00000000
06,0035,9,12,ペムブロリズマブ,0204,,,0,20220401,99999999,00000000
06,0035,8,11,ラムシルマブ,0155,,,0,20220401,99999999,00000000
06,0035,7,10,セツキシマブ,0072,,,0,20220401,99999999,00000000
06,0035,7,10,パニツムマブ,0103,,,0,20220401,99999999,00000000
06,0035,7,10,レゴラフェニブ,0114,,,0,20220401,99999999,00000000
06,0035,7,10,ピミテスピブ,0305,,,3,20220818,99999999,20220818
06,0035,6,9,ベバシズマブ,0056,,,0,20220401,99999999,00000000
06,0035,6,9,アフリベルセプト　ベータ,0207,,,0,20220401,99999999,00000000
06,0035,5,8,オキサリプラチン,0156,,,0,20220401,99999999,00000000
06,0035,5,8,フルオロウラシル＋レボホリナートカルシウム＋オキサリプラチン＋イリノテカン塩酸塩あり,0257,,,0,20220401,99999999,00000000
06,0035,4,7,イリノテカン塩酸塩,0251,,,0,20220401,99999999,00000000
06,0035,3,6,トリフルリジン／チピラシル塩酸塩,0157,,,0,20220401,99999999,00000000
06,0035,3,5,化学療法ありかつ放射線療法なし,0046,,,0,20220401,99999999,00000000
06,0035,2,4,放射線療法,0008,,,0,20220401,99999999,00000000
06,0035,1,3,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
06,0035,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
06,0035,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
06,0035,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
06,0035,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
06,0035,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
06,0040,9,13,ニボルマブ,0153,,,0,20220401,99999999,00000000
06,0040,9,13,ペムブロリズマブ,0204,,,0,20220401,99999999,00000000
06,0040,8,12,ラムシルマブ,0155,,,0,20220401,99999999,00000000
06,0040,7,11,セツキシマブ,0072,,,0,20220401,99999999,00000000
06,0040,7,11,パニツムマブ,0103,,,0,20220401,99999999,00000000
06,0040,7,11,レゴラフェニブ,0114,,,0,20220401,99999999,00000000
06,0040,7,11,ピミテスピブ,0305,,,3,20220818,99999999,20220818
06,0040,6,10,ベバシズマブ,0056,,,0,20220401,99999999,00000000
06,0040,6,10,アフリベルセプト　ベータ,0207,,,0,20220401,99999999,00000000
06,0040,5,9,オキサリプラチン,0156,,,0,20220401,99999999,00000000
06,0040,5,9,フルオロウラシル＋レボホリナートカルシウム＋オキサリプラチン＋イリノテカン塩酸塩あり,0257,,,0,20220401,99999999,00000000
06,0040,4,8,イリノテカン塩酸塩,0251,,,0,20220401,99999999,00000000
06,0040,3,7,トリフルリジン／チピラシル塩酸塩,0157,,,0,20220401,99999999,00000000
06,0040,3,6,化学療法ありかつ放射線療法なし,0046,,,0,20220401,99999999,00000000
06,0040,2,5,化学療法ありかつ放射線療法あり,0047,,,0,20220401,99999999,00000000
06,0040,2,4,化学療法なしかつ放射線療法あり,0048,,,0,20220401,99999999,00000000
06,0040,1,3,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
06,0040,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
06,0040,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
06,0040,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
06,0040,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
06,0040,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
06,0050,7,9,アテゾリズマブ＋ベバシズマブあり,0289,,,0,20220401,99999999,00000000
06,0050,6,8,ペムブロリズマブ,0204,,,0,20220401,99999999,00000000
06,0050,5,7,ラムシルマブ,0155,,,0,20220401,99999999,00000000
06,0050,4,6,化学療法ありかつ放射線療法なし,0046,,,0,20220401,99999999,00000000
06,0050,3,5,化学療法ありかつ放射線療法あり,0047,,,0,20220401,99999999,00000000
06,0050,2,4,化学療法なしかつ放射線療法あり,0048,,,0,20220401,99999999,00000000
06,0050,1,3,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
06,0050,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
06,0050,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
06,0050,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
06,0050,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
06,0050,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
06,0060,4,9,ペムブロリズマブ,0204,,,0,20220401,99999999,00000000
06,0060,3,8,化学療法,0005,,,0,20220401,99999999,00000000
06,0060,2,6,放射線療法,0008,,,0,20220401,99999999,00000000
06,0060,1,3,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
06,0060,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
06,0060,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
06,0060,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
06,0060,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
06,0060,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
06,007x,9,11,ペムブロリズマブ,0204,,,0,20220401,99999999,00000000
06,007x,8,10,イリノテカン塩酸塩　リポソーム製剤,0290,,,0,20220401,99999999,00000000
06,007x,7,9,ストレプトゾシン,0218,,,0,20220401,99999999,00000000
06,007x,6,8,フルオロウラシル＋レボホリナートカルシウム＋イリノテカン塩酸塩＋オキサリプラチンあり,0158,,,0,20220401,99999999,00000000
06,007x,5,7,パクリタキセル（アルブミン懸濁型）,0102,,,0,20220401,99999999,00000000
06,007x,4,6,化学療法ありかつ放射線療法なし,0046,,,0,20220401,99999999,00000000
06,007x,3,5,化学療法ありかつ放射線療法あり,0047,,,0,20220401,99999999,00000000
06,007x,2,4,化学療法なしかつ放射線療法あり,0048,,,0,20220401,99999999,00000000
06,007x,1,3,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
06,007x,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
06,007x,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
06,007x,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
06,007x,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
06,007x,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
06,0080,1,3,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
06,0080,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
06,0080,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
06,0080,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
06,0080,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
06,0080,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
06,0090,1,3,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
06,0090,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
06,0090,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
06,0090,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
06,0090,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
06,0090,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
06,0100,1,3,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
06,0100,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
06,0100,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
06,0100,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
06,0100,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
06,0100,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
06,0102,1,3,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
06,0102,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
06,0102,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
06,0102,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
06,0102,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
06,0102,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
06,0110,1,3,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
06,0110,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
06,0110,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
06,0110,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
06,0110,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
06,0110,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
06,0130,1,3,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
06,0130,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
06,0130,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
06,0130,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
06,0130,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
06,0130,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
06,0140,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
06,0140,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
06,0140,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
06,0140,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
06,0140,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
06,0141,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
06,0141,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
06,0141,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
06,0141,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
06,0141,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
06,0150,1,3,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
